1.0.-Etxebizitza salerosketak. 2013ko 4. hiruhilekoa;;;;;;;;;;;
1.0.- Número de compraventas de vivienda. 04 trimestre 2013;;;;;;;;;;;
;;;;;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;59,49;2,15;36,06;2,30;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;26,91;24,16;45,21;3,72;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;48,33;1,82;45,24;4,61;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;33,70;13,81;44,28;8,21;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;39,10;5,82;50,61;4,47;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;42,51;2,11;50,54;4,84;;;;;;
Capitales de TTHH;Vitoria-Gasteiz;25,00;14,10;55,13;5,77;;;;;;
Capitales de TTHH;Donostia-San Sebastián;27,91;0,58;71,51;0,00;;;;;;
Capitales de TTHH;Bilbao;12,31;0,00;82,46;5,23;;;;;;
Resto de TTHH;Resto ARABA/ÁLAVA;20,00;5,00;62,50;12,50;;;;;;
Resto de TTHH;Resto GIPUZKOA;24,23;3,66;66,19;5,92;;;;;;
Resto de TTHH;Resto BIZKAIA;35,14;7,46;53,54;3,86;;;;;;
Áreas funcionales;Álava Central;23,84;13,37;56,98;5,81;;;;;;
Áreas funcionales;Balmaseda-Zalla;16,67;0,00;75,00;8,33;;;;;;
Áreas funcionales;Beasain-Zumárraga;6,12;4,08;65,31;24,49;;;;;;
Áreas funcionales;Bilbao Metropolitano;25,95;1,64;68,38;4,03;;;;;;
Áreas funcionales;Donostia-San Sebastián;29,37;0,33;69,64;0,66;;;;;;
Áreas funcionales;Durango;46,73;30,84;19,63;2,80;;;;;;
Áreas funcionales;Eibar;39,39;7,58;50,00;3,03;;;;;;
Áreas funcionales;Gernika-Markina;33,33;22,22;41,67;2,78;;;;;;
Áreas funcionales;Igorre;0,00;0,00;0,00;100,00;;;;;;
Áreas funcionales;Laguardia;100,00;0,00;0,00;0,00;;;;;;
Áreas funcionales;Laudio / Llodio;4,55;0,00;72,72;22,73;;;;;;
Áreas funcionales;Arrasate-Bergara;19,44;19,44;41,68;19,44;;;;;;
Áreas funcionales;Mungia;40,00;20,00;30,00;10,00;;;;;;
Áreas funcionales;Tolosa;12,90;0,00;87,10;0,00;;;;;;
Áreas funcionales;Zarautz-Azpeitia;19,30;0,00;80,70;0,00;;;;;;
;;;;;;;;;;;
3.1.1.- Hipoteka-kreditu berriko banaketa(%).  2013ko 4. hiruhilekoa;;;;;;;;;;;
3.1.1.- Distribución del volumen de nuevo crédito hipotecario(%).  04 trimestre 2013;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BANKUAK BANCOS;KUTXAK CAJAS;BESTELAKOAK OTRAS;;;;;;;
Nazionala/Nacional;ESPAÑA;74,06;9,43;16,51;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;56,32;17,17;26,51;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;75,05;7,18;17,77;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;61,58;11,76;26,66;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;54,92;6,90;38,18;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;81,44;8,07;10,49;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;81,14;12,40;6,46;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;79,35;9,43;11,22;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;69,36;11,41;19,23;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;51,88;17,43;30,69;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;75,41;9,81;14,78;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;90,77;4,13;5,10;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;71,25;12,37;16,38;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;88,09;4,63;7,28;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;66,05;8,29;25,66;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;48,40;11,22;40,38;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;29,27;35,90;34,83;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;75,23;6,74;18,03;;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;67,73;11,05;21,22;;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;32,72;41,27;26,01;;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;61,05;19,31;19,64;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;35,77;37,94;26,29;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;59,08;9,78;31,14;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;58,96;13,96;27,08;;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;66,61;12,92;20,47;;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;35,96;64,04;0,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;82,97;6,89;10,14;;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;58,59;13,86;27,55;;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;39,76;27,90;32,34;;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;77,43;20,68;1,89;;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;62,20;19,22;18,58;;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;32,56;26,35;41,09;;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;0,00;69,78;30,22;;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;0,00;100,00;0,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;48,01;15,06;36,93;;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;39,33;2,76;57,91;;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;62,34;37,66;0,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;59,39;6,14;34,47;;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;43,37;15,19;41,44;;;;;;;
;;;;;;;;;;;
3.1.2.- Hipoteka-kreditu berriko banaketa(%). Higiezin mota. 2013ko 4. hiruhilekoa;;;;;;;;;;;
3.1.2.- Distribución del volumen de nuevo crédito hipotecario (%). Tipo bien inmueble. 04 trimestre 2013;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAK VIVIENDAS;LOKALAK LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;LARREKOAK RUSTICOS;;;;
Nazionala/Nacional;ESPAÑA;72,72;8,92;2,65;10,17;4,41;1,13;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;62,51;7,45;1,32;24,18;3,40;1,14;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;75,69;7,44;2,56;6,63;4,87;2,81;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;60,99;6,31;1,95;21,70;8,18;0,87;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;67,69;10,39;4,50;6,67;5,00;5,75;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;86,11;6,05;1,89;4,75;1,04;0,16;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;55,85;17,34;6,53;8,87;8,95;2,46;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;82,83;2,37;1,74;3,27;8,27;1,52;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;75,30;6,35;2,07;6,07;9,66;0,55;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;55,04;4,84;1,52;15,60;22,00;1,00;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;75,79;9,43;3,18;8,11;3,27;0,22;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;79,79;8,14;1,55;4,70;5,18;0,64;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;64,08;23,13;3,20;3,51;3,10;2,98;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;76,98;7,29;2,67;12,45;0,61;0,00;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;78,92;8,96;1,43;3,56;5,66;1,47;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;82,00;5,62;0,38;8,75;3,19;0,06;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;42,79;3,47;1,71;49,87;1,92;0,24;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;80,45;8,90;2,82;1,87;5,12;0,84;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;56,01;7,83;1,02;33,37;1,77;0,00;;;;
Lurraldea/TTHH;GIPUZKOA;59,04;6,03;1,02;27,69;3,58;2,64;;;;
Lurraldea/TTHH;BIZKAIA;66,01;8,33;1,58;20,18;3,56;0,34;;;;
;;;;;;;;;;;
3.1.3.- Hipoteka-kreditu berriko banaketa (%). Babesaren gradua.  2013ko 4. hiruhekoa;;;;;;;;;;;
3.1.3.- Distribución del volumen de nuevo crédito hipotecario (%). Grado protección. 04 trimestre 2013;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZA LIBREA VIVIENDA LIBRE;ETXEBIZITZA BABESTUA VIVIENDA PROTEGIDA;LIBRE BANKUAK/KUTXAK LIBRE BANCOS/CAJAS;LIBRE BESTEAK LIBRE OTRAS;BABESTUAK BANKUAK/KUTXAK VPO BANCOS/CAJAS;BABESTUAK BESTEAK VPO OTRAS;;;;
Nacional;ESPAÑA;87,30;12,70;87,04;12,96;81,81;18,19;;;;
País Vasco;PAIS VASCO;87,96;12,04;76,84;23,16;81,91;18,09;;;;
CCAA;ANDALUCIA;91,73;8,27;87,12;12,88;85,77;14,23;;;;
CCAA;ARAGON;81,40;18,60;79,97;20,03;55,22;44,78;;;;
CCAA;ASTURIAS;72,48;27,52;79,70;20,30;31,23;68,77;;;;
CCAA;BALEARES;98,72;1,28;93,46;6,54;79,19;20,81;;;;
CCAA;CANARIAS;95,54;4,46;91,69;8,31;95,84;4,16;;;;
CCAA;CANTABRIA;79,57;20,43;92,28;7,72;95,52;4,48;;;;
CCAA;CASTILLA Y LEON;84,77;15,23;86,82;13,18;81,88;18,12;;;;
CCAA;CASTILLA-LA MANCHA;93,37;6,63;81,67;18,33;59,43;40,57;;;;
CCAA;CATALUÑA;90,36;9,64;87,17;12,83;93,85;6,15;;;;
CCAA;EXTREMADURA;84,39;15,61;95,34;4,66;94,67;5,33;;;;
CCAA;GALICIA;97,43;2,57;82,24;17,76;91,45;8,55;;;;
CCAA;MADRID;77,71;22,29;94,74;5,26;87,65;12,35;;;;
CCAA;MURCIA;90,00;10,00;80,14;19,86;71,19;28,81;;;;
CCAA;NAVARRA;83,04;16,96;60,36;39,64;56,63;43,37;;;;
CCAA;LA RIOJA;94,72;5,28;87,89;12,11;82,64;17,36;;;;
CCAA;VALENCIA;92,16;7,84;85,39;14,61;77,76;22,24;;;;
TTHH;ARABA/ÁLAVA;76,24;23,76;64,50;35,50;83,13;16,87;;;;
TTHH;GIPUZKOA;93,61;6,39;77,87;22,13;61,26;38,74;;;;
TTHH;BIZKAIA;86,36;13,64;77,82;22,18;87,40;12,60;;;;
;;;;;;;;;;;
3.2.1.- Kontratatutako hipoteka-kredituko batez bestekoa m²ka (€). 2013ko 4. hiruhilekoa;;;;;;;;;;;
3.2.1.- Importe medio de crédito hipotecario contratado por m²(€). 04 trimestre 2013;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS;BESTELAKOAK OTRAS;;;;;;;
Nacional;ESPAÑA;1.052,68;1.054,41;1.036,99;;;;;;;
País Vasco;PAIS VASCO;1.564,60;1.558,21;1.589,68;;;;;;;
CCAA;ANDALUCIA;884,09;884,26;882,40;;;;;;;
CCAA;ARAGON;920,18;926,61;885,29;;;;;;;
CCAA;ASTURIAS;936,72;950,23;902,60;;;;;;;
CCAA;BALEARES;1.267,59;1.261,14;1.405,76;;;;;;;
CCAA;CANARIAS;896,63;897,52;874,44;;;;;;;
CCAA;CANTABRIA;1.106,09;1.111,10;1.045,73;;;;;;;
CCAA;CASTILLA Y LEON;805,77;809,43;769,20;;;;;;;
CCAA;CASTILLA-LA MANCHA;612,49;591,46;715,75;;;;;;;
CCAA;CATALUÑA;1.248,69;1.258,50;1.112,54;;;;;;;
CCAA;EXTREMADURA;597,24;597,57;587,78;;;;;;;
CCAA;GALICIA;961,91;973,09;620,93;;;;;;;
CCAA;MADRID;1.613,84;1.620,86;1.480,42;;;;;;;
CCAA;MURCIA;702,12;704,88;683,84;;;;;;;
CCAA;NAVARRA;1.196,03;1.099,01;1.313,39;;;;;;;
CCAA;LA RIOJA;762,82;761,41;772,81;;;;;;;
CCAA;VALENCIA;748,71;753,98;690,19;;;;;;;
Capitales de TTHH;Vitoria-Gasteiz;1.234,98;1.222,65;1.267,73;;;;;;;
Capitales de TTHH;Donostia-San Sebastián;2.036,24;2.021,08;2.096,88;;;;;;;
Capitales de TTHH;Bilbao;1.540,34;1.571,77;1.378,69;;;;;;;
Resto de TTHH;ARABA/ÁLAVA;1.278,98;1.213,03; n.d. ;;;;;;;
Resto de TTHH;GIPUZKOA;1.599,24;1.554,57;1.705,97;;;;;;;
Resto de TTHH;BIZKAIA;1.567,60;1.562,74;1.597,97;;;;;;;
Áreas funcionales;Álava Central;1.231,69;1.219,44;1.267,73;;;;;;;
Áreas funcionales;Balmaseda-Zalla;849,16; n.d. ; n.d. ;;;;;;;
Áreas funcionales;Beasain-Zumárraga;1.356,52;1.356,38; n.d. ;;;;;;;
Áreas funcionales;Bilbao Metropolitano;1.546,68;1.553,02;1.515,12;;;;;;;
Áreas funcionales;Donostia-San Sebastián;1.890,61;1.794,65;2.232,34;;;;;;;
Áreas funcionales;Durango;1.656,07;1.659,61; n.d. ;;;;;;;
Áreas funcionales;Eibar;1.399,37;1.417,59; n.d. ;;;;;;;
Áreas funcionales;Gernika-Markina;1.722,22; n.d. ; n.d. ;;;;;;;
Áreas funcionales;Igorre;800,00; n.d. ; n.d. ;;;;;;;
Áreas funcionales;Laguardia;1.035,02; n.d. ; n.d. ;;;;;;;
Áreas funcionales;Llodio;1.417,24; n.d. ; n.d. ;;;;;;;
Áreas funcionales;Mondragón-Bergara;1.418,87;1.444,85;1.401,54;;;;;;;
Áreas funcionales;Mungia;1.332,44; n.d. ; n.d. ;;;;;;;
Áreas funcionales;Tolosa;1.366,80; n.d. ; n.d. ;;;;;;;
Áreas funcionales;Zarautz-Azpeitia;1.890,51;2.020,28;1.601,01;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
3.2.3.- Kontratatutako hipoteka-kredituko batez bestekoa transakzioka (€). 2013ko 4. hiruhilekoa;;;;;;;;;;;
3.2.3.- Importe medio de crédito hipotecario contratado por transacción (€). 04 trimestre 2013;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;;
Nazionala/Nacional;ESPAÑA;104.487,25;105.381,65;99.174,32;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;117.987,03;117.507,70;119.655,41;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;84.849,36;85.054,55;83.512,98;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;87.931,25;89.086,90;84.574,36;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;82.711,81;80.951,71;86.419,09;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;149.775,20;151.120,25;133.321,36;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;74.900,33;75.116,70;72.539,07;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;94.561,83;95.009,41;89.037,10;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;82.606,43;81.960,42;86.833,96;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;71.592,13;70.236,00;77.663,29;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;114.475,75;112.853,44;127.568,33;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;63.012,72;64.347,38;44.555,38;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;82.446,06;79.295,62;101.414,15;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;187.827,93;189.577,73;166.928,85;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;69.486,22;69.444,32;69.646,65;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;126.749,46;129.332,53;123.102,78;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;72.871,67;73.434,22;69.126,65;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;75.068,48;75.989,09;70.346,69;;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;85.846,91;93.605,55;73.540,10;;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;146.866,71;150.176,41;129.427,12;;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;129.532,73;129.157,84;131.199,81;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;102.765,72;100.520,21; n.d. ;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;113.763,45;115.148,31;110.424,24;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;116.623,15;110.667,30;144.330,81;;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;86.681,48;94.289,88;73.141,12;;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;84.826,01; n.d. ; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;102.275,06;104.431,62;94.727,06;;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;122.808,36;117.993,56;142.709,54;;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;130.986,04;133.748,77;118.475,57;;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;109.533,23;110.829,61; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;93.169,11;94.731,77; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;117.550,12;110.363,63; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;70.000,00; n.d. ; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;193.333,33; n.d. ; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;97.916,00;88.566,75; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;103.294,94;100.999,96;104.654,93;;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;90.605,79; n.d. ; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;122.108,02;124.974,03;116.567,07;;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;142.186,20;150.311,98;129.820,87;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
3.3.- Interes-tipoak. Erreferentziaren indizeak (%). 2013ko 4. hiruhilekoa;;;;;;;;;;;
3.3.- Tipos de interés. Índices de referencia (%). 04 trimestre 2013;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Finkoa     Fijo;Aldagarria Variable;Euriborra Euribor;HMEI      IRPH;Bestelakoak Otros;;;;;
Nazionala/Nacional;ESPAÑA;5,79;94,21;89,06;3,99;1,16;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;8,79;91,21;89,66;0,26;1,29;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;5,15;94,85;87,21;6,80;0,84;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;2,66;97,34;96,26;0,75;0,33;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;3,62;96,38;94,05;1,77;0,56;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;3,61;96,39;85,89;7,99;2,51;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;17,99;82,01;77,21;2,43;2,37;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;13,35;86,65;84,85;0,80;1,00;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;5,07;94,93;90,98;2,56;1,39;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;9,20;90,80;85,37;4,79;0,64;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;5,55;94,45;88,17;4,47;1,81;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;4,03;95,97;90,45;5,52; -     ;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;5,93;94,07;92,00;0,95;1,12;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2,58;97,42;95,62;0,99;0,81;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;4,11;95,89;86,59;7,89;1,41;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1,50;98,50;95,64;2,45;0,41;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;2,21;97,79;96,21;0,63;0,95;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;5,54;94,46;85,65;7,69;1,12;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;2,46;97,54;87,20; -     ;10,34;;;;;
Lurraldea/TTHH;GIPUZKOA;4,23;95,77;95,11;0,33;0,33;;;;;
Lurraldea/TTHH;BIZKAIA;12,44;87,56;87,11;0,27;0,18;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
3.4.1.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Entitate mota. 2013ko 4. hiruhilekoa;;;;;;;;;;;
3.4.1.- Duración media de los nuevos créditos hipotecarios (meses). Tipo entidad. 04 trimestre 2013;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                         ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;;
Nazionala/Nacional;ESPAÑA;267,00;274,00;224,00;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;282,00;289,00;258,00;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;258,00;266,00;206,00;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;272,00;286,00;230,00;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;269,00;266,00;278,00;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;257,00;266,00;161,00;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;244,00;249,00;189,00;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;273,00;281,00;171,00;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;257,00;264,00;212,00;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;264,00;264,00;261,00;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;270,00;279,00;197,00;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;255,00;264,00;136,00;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;281,00;277,00;305,00;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;300,00;309,00;194,00;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;252,00;258,00;229,00;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;257,00;285,00;216,00;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;227,00;229,00;215,00;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;246,00;253,00;210,00;;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;252,00;290,00;192,00;;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;276,00;279,00;256,00;;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;284,00;293,00;244,00;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;293,00;296,00; n.d. ;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;264,00;262,00;268,00;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;298,00;301,00;285,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;253,00;289,00;190,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;275,00; n.d. ; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;273,00;279,00;251,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;293,00;298,00;272,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;277,00;281,00;265,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;311,00;313,00; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;265,00;268,00; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;281,00;260,00; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;282,00; n.d. ; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;412,00; n.d. ; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;299,00;292,00; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;283,00;270,00;291,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;360,00; n.d. ; n.d. ;;;;;;;
