1.0.-Etxebizitzen salerosketa kopurua. 2020ko 3. hiruhilekoa;;;;;;;;;;
1.0.- Número de compraventas de vivienda. 03 trimestre 2020;;;;;;;;;;
;;;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;14,13;6,10;72,34;7,43;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;20,77;2,60;70,50;6,13;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;20,70;0,76;69,38;9,16;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;27,22;3,03;59,08;10,67;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;20,86;0,00;77,66;1,48;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;20,91;0,25;76,41;2,43;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;22,40;0,78;71,63;5,19;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;14,75;2,78;74,33;8,14;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;17,25;3,86;75,31;3,58;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;16,59;1,28;75,16;6,97;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;8,17;4,56;71,68;15,59;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;20,93;0,54;75,17;3,36;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;30,27;4,89;61,61;3,23;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;18,13;1,32;73,25;7,30;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;22,42;8,40;61,84;7,34;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;18,35;1,11;73,95;6,59;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;15,32;0,53;76,57;7,58;;;;;
Capitales de TTHH;Vitoria-Gasteiz;3,91;6,51;73,17;16,41;;;;;
Capitales de TTHH;Donostia/San Sebastián;14,35;35,76;49,23;0,66;;;;;
Capitales de TTHH;Bilbao;4,45;1,87;76,15;17,53;;;;;
Resto de TTHH;Resto ARABA/ÁLAVA;10,78;1,96;76,48;10,78;;;;;
Resto de TTHH;Resto GIPUZKOA;17,50;0,13;78,87;3,50;;;;;
Resto de TTHH;Resto BIZKAIA;25,39;1,31;70,50;2,80;;;;;
Áreas funcionales;Araba Erdialdea/ Álava Central;4,40;6,25;74,07;15,28;;;;;
Áreas funcionales;Enkanterri/ Encartaciones;0,00;0,00;100,00;0,00;;;;;
Áreas funcionales;Goierri;7,59;0,00;86,08;6,33;;;;;
Áreas funcionales;Bilbao Metropolitarra/ Bilbao Metropolitano;16,15;1,65;73,27;8,93;;;;;
Áreas funcionales;Donostialdea-Bidasoa Beherea/ Donostialdea-Bajo Bidasoa;16,25;19,22;62,63;1,90;;;;;
Áreas funcionales;Durangaldea;38,10;0,00;59,04;2,86;;;;;
Áreas funcionales;Debabarrena/ Bajo Deba;42,06;0,00;56,07;1,87;;;;;
Áreas funcionales;Busturialdea-Artibai;20,59;0,00;70,59;8,82;;;;;
Áreas funcionales;Arratia;43,75;0,00;56,25;0,00;;;;;
Áreas funcionales;Arabako Errioxa/ Rioja Alavesa;38,89;0,00;61,11;0,00;;;;;
Áreas funcionales;Aiara/ Ayala;0,00;2,17;76,09;21,74;;;;;
Áreas funcionales;Debagoiena/ Alto Deba;17,65;1,96;72,55;7,84;;;;;
Áreas funcionales;Mungialdea;0,00;0,00;100,00;0,00;;;;;
Áreas funcionales;Tolosaldea;0,00;0,00;100,00;0,00;;;;;
Áreas funcionales;Urola Kosta;1,10;0,00;96,70;2,20;;;;;
;;;;;;;;;;
;;;;;;;;;;
3.1.1.- Hipoteka-kreditu berriko banaketa(%).  2020ko 3. hiruhilekoa;;;;;;;;;;
3.1.1.- Distribución del volumen de nuevo crédito hipotecario(%).  03 trimestre 2020;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;;
Nazionala/Nacional;ESPAÑA;87,57;12,43;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;81,46;18,54;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;86,21;13,79;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;94,44;5,56;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;72,75;27,25;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;97,22;2,78;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;65,29;34,71;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;94,10;5,90;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;85,70;14,30;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;79,99;20,01;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;93,56;6,44;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;92,76;7,24;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;95,79;4,21;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;95,87;4,13;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;84,66;15,34;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;66,27;33,73;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;80,82;19,18;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;89,11;10,89;;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;79,44;20,56;;;;;;;
Hiriburak/Capitales de TTHH;Donostia/San Sebastián;71,76;28,24;;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;85,82;14,18;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;56,04;43,96;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;70,81;29,19;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;90,40;9,60;;;;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea/ Álava Central;78,99;21,01;;;;;;;
Eskualde Egitura/Áreas funcionales;Enkanterri/ Encartaciones;100,00;0,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Goierri;56,77;43,23;;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitarra/ Bilbao Metropolitano;87,83;12,17;;;;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Beherea/ Donostialdea-Bajo Bidasoa;76,37;23,63;;;;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;99,44;0,56;;;;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena/ Bajo Deba;66,96;33,04;;;;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;82,42;17,58;;;;;;;
Eskualde Egitura/Áreas funcionales;Arratia;77,04;22,96;;;;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa/ Rioja Alavesa;14,79;85,21;;;;;;;
Eskualde Egitura/Áreas funcionales;Aiara/ Ayala;64,90;35,10;;;;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena/ Alto Deba;52,11;47,89;;;;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;92,18;7,82;;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;55,24;44,76;;;;;;;
Eskualde Egitura/Áreas funcionales;Urola Kosta;69,62;30,38;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
3.1.2.- Hipoteka-kreditu berriko banaketa(%). Higiezin mota. 2020ko 3. hiruhilekoa;;;;;;;;;;
3.1.2.- Distribución del volumen de nuevo crédito hipotecario (%). Tipo bien inmueble. 03 trimestre 2020;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAK VIVIENDAS;LOKALAK    LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;LARREKOAK RUSTICOS;;;
Nazionala/Nacional;ESPAÑA;85,96;3,47;1,27;5,83;3,05;0,42;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;79,89;3,47;1,52;11,64;2,69;0,79;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;87,74;2,42;1,50;5,34;2,65;0,35;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;87,13;4,44;1,43;3,97;2,98;0,05;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;72,18;2,62;2,06;2,26;17,94;2,94;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;89,16;4,77;0,82;2,45;1,54;1,26;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;55,98;9,68;0,90;31,58;1,08;0,78;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;76,47;1,91;2,02;15,65;3,54;0,41;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;83,53;3,41;1,72;8,66;2,14;0,54;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;82,20;1,94;1,25;1,94;12,45;0,22;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;92,84;2,09;1,04;2,20;1,72;0,11;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;90,18;2,00;0,93;4,23;2,44;0,22;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;89,14;3,18;1,48;1,15;2,86;2,19;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;90,84;4,26;0,86;2,86;1,16;0,02;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;89,86;3,76;1,21;1,75;2,03;1,39;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;63,12;3,36;0,53;13,59;19,37;0,03;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;79,08;2,94;0,65;12,50;4,56;0,27;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;86,68;2,76;2,28;3,46;4,49;0,33;;;
Lurraldea/TTHH;ARABA/ÁLAVA;73,66;2,45;0,68;22,53;0,68;0,00;;;
Lurraldea/TTHH;GIPUZKOA;73,87;3,77;1,09;15,70;3,55;2,02;;;
Lurraldea/TTHH;BIZKAIA;85,00;3,53;1,99;6,57;2,66;0,25;;;
;;;;;;;;;;
;;;;;;;;;;
3.1.3.- Hipoteka-kreditu berriko banaketa (%). Babesaren gradua.  2020ko 3. hiruhilekoa;;;;;;;;;;
3.1.3.- Distribución del volumen de nuevo crédito hipotecario (%). Grado protección. 03 trimestre 2020;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZA LIBREA VIVIENDA LIBRE;ETXEBIZITZA BABESTUA VIVIENDA PROTEGIDA;LIBRE BANKUAK/KUTXAK LIBRE BANCOS/CAJAS;LIBRE BESTEAK LIBRE OTRAS;BABESTUAK BANKUAK/KUTXAK VPO BANCOS/CAJAS;BABESTUAK BESTEAK VPO OTRAS;;;
Nazionala/Nacional;ESPAÑA;92,69;7,31;90,91;9,09;90,18;9,82;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;91,53;8,47;80,57;19,43;76,41;23,59;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;92,90;7,10;89,37;10,63;91,22;8,78;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;91,43;8,57;92,42;7,58;81,43;18,57;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;89,48;10,52;71,69;28,31;62,27;37,73;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;98,51;1,49;96,65;3,35;100,00;0,00;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;98,23;1,77;83,50;16,50;90,48;9,52;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;92,59;7,41;95,76;4,24;89,41;10,59;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;90,41;9,59;86,37;13,63;89,70;10,30;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;93,94;6,06;83,04;16,96;80,30;19,70;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;91,56;8,44;94,29;5,71;98,05;1,95;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;80,52;19,48;93,87;6,13;91,49;8,51;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;96,84;3,16;96,76;3,24;88,83;11,17;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;93,78;6,22;96,85;3,15;98,16;1,84;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;90,74;9,26;84,50;15,50;84,31;15,69;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;86,04;13,96;54,23;45,77;41,74;58,26;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;90,56;9,44;82,71;17,29;62,88;37,12;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;91,14;8,86;89,31;10,69;90,78;9,22;;;
Lurraldea/TTHH;ARABA/ÁLAVA;78,95;21,05;72,64;27,36;63,81;36,19;;;
Lurraldea/TTHH;GIPUZKOA;98,45;1,55;68,52;31,48;69,65;30,35;;;
Lurraldea/TTHH;BIZKAIA;90,60;9,40;88,82;11,18;82,91;17,09;;;
;;;;;;;;;;
;;;;;;;;;;
3.2.1.- Kontratatutako hipoteka-kredituko batez bestekoa m koadroka (€). 2020ko 3. hiruhilekoa;;;;;;;;;;
3.2.1.- Importe medio de crédito hipotecario contratado por m²(€). 03 trimestre 2020;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS;BESTELAKOAK OTRAS;;;;;;
Nazionala/Nacional;ESPAÑA;1.313,08;1.329,54;1.156,20;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;1.571,89;1.522,20;1.813,33;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.054,82;1.073,64;883,63;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.140,97;1.143,16;1.123,22;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.064,75;1.120,94;973,21;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.757,64;1.749,03;2.206,27;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.134,05;1.127,06;1.223,76;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.134,50;1.122,20;1.422,32;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;895,97;901,25;862,15;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;758,16;758,15;758,20;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.728,54;1.731,16;1.676,17;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;714,75;719,34;653,82;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.036,52;1.040,97;925,93;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;1.989,46;1.990,89;1.953,78;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;773,13;795,12;666,40;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.268,12;1.185,86;1.379,39;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;891,53;884,34;928,61;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;949,56;961,76;826,14;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;887,19;815,35;1.452,42;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;2.697,53;2.820,61;2.461,80;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;1.825,77;1.830,84;1.805,83;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;1.238,21;1.183,67;1.450,62;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;1.808,57;1.806,01;1.815,03;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;1.742,94;1.733,47;1.837,07;;;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea/ Álava Central;905,85;832,99;1.462,03;;;;;;
Eskualde Egitura/Áreas funcionales;Enkanterri/ Encartaciones;1.097,21;1.097,21; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Goierri;1.507,92;1.279,18;1.699,57;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitarra/ Bilbao Metropolitano;1.810,35;1.809,58;1.814,79;;;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Beherea/ Donostialdea-Bajo Bidasoa;2.302,71;2.312,87;2.272,43;;;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;1.583,92;1.586,39; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena/ Bajo Deba;1.419,22;1.436,16;1.362,75;;;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;1.924,63;1.982,89; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Arratia;1.261,95; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa/ Rioja Alavesa;818,14; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Aiara/ Ayala;1.327,05;1.315,86;1.363,67;;;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena/ Alto Deba;1.466,38;1.423,84; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;2.906,35; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;1.654,04;1.692,51; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Urola Kosta;2.114,18;2.141,72;2.084,67;;;;;;
;;;;;;;;;;
;;;;;;;;;;
3.2.3.- Kontratatutako hipoteka-kredituko batez bestekoa transakzioka (€). 2020ko 3. hiruhilekoa;;;;;;;;;;
3.2.3.- Importe medio de crédito hipotecario contratado por transacción (€). 03 trimestre 2020;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;
Nazionala/Nacional;ESPAÑA;136.894,89;140.446,77;109.432,29;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;155.425,73;155.902,47;153.521,55;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;119.248,47;120.677,13;108.321,21;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;121.048,40;124.112,94;95.687,77;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;103.569,57;108.045,82;94.157,65;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;176.135,02;176.016,86;179.668,04;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;110.256,37;117.452,13;83.980,27;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;110.488,77;109.694,92;129.423,57;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;97.048,61;97.257,88;95.707,12;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;95.836,40;95.126,46;99.426,20;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;164.638,31;165.475,76;151.211,44;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;84.278,25;85.080,92;74.344,01;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;106.516,00;107.130,17;91.952,51;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;210.314,93;210.748,35;197.500,87;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;83.373,52;86.703,83;68.955,97;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;124.284,10;121.373,38;127.666,59;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;96.985,90;95.521,77;103.691,18;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;100.258,86;105.540,64;70.405,03;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;141.726,57;146.261,61;131.412,34;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;238.058,66;252.191,54;213.850,85;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;165.887,32;169.684,05;148.134,31;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;132.101,12;117.862,83;174.168,78;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;139.413,91;137.451,35;144.148,31;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;143.791,77;144.221,84;139.309,79;;;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea/ Álava Central;140.186,94;143.294,47;132.800,20;;;;;;
Eskualde Egitura/Áreas funcionales;Enkanterri/ Encartaciones;120.849,85;120.849,85; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Goierri;131.938,96;132.610,10;130.937,58;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitarra/ Bilbao Metropolitano;155.805,87;157.673,41;143.575,40;;;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Beherea/ Donostialdea-Bajo Bidasoa;192.061,79;191.555,20;193.386,98;;;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;128.012,33;128.492,46; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena/ Bajo Deba;106.466,27;106.525,53;106.281,10;;;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;145.484,88;140.745,44; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Arratia;110.226,28; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa/ Rioja Alavesa;68.247,75; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Aiara/ Ayala;136.275,60;117.641,39;190.744,85;;;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena/ Alto Deba;121.680,63;127.066,28;109.252,22;;;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;160.684,12; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;137.641,69;143.753,57; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Urola Kosta;179.113,06;164.496,57;191.947,06;;;;;;
;;;;;;;;;;
;;;;;;;;;;
3.3.- Interes-tipoak. Erreferentziar indizeak (%). 2020ko 3. hiruhilekoa;;;;;;;;;;
3.3.- Tipos de interés. Índices de referencia (%). 03 trimestre 2020;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Finkoa     Fijo;Aldagarria Variable;Euriborra Euribor;HMEI      IRPH;Bestelakoak Otros;;;;
Nazionala/Nacional;ESPAÑA;49,59;50,41;49,63;0,22;0,56;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;38,48;61,52;59,98; -   ;1,54;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;46,17;53,83;53,37;0,18;0,28;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;55,77;44,23;44,03; -   ;0,20;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;52,06;47,94;47,50;0,25;0,19;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;45,97;54,03;53,55; -   ;0,48;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;37,12;62,88;62,32;0,21;0,35;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;69,24;30,76;30,63; -   ;0,13;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;52,46;47,54;47,00;0,27;0,27;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;44,88;55,12;52,50;2,12;0,50;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;58,24;41,76;41,44;0,04;0,28;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;33,02;66,98;66,25;0,29;0,44;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;52,48;47,52;46,84;0,04;0,64;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;45,18;54,82;53,54;0,06;1,22;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;63,64;36,36;36,00;0,10;0,26;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;61,84;38,16;36,58;0,29;1,29;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;73,73;26,27;26,27; -   ; -   ;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;52,96;47,04;46,11;0,22;0,71;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;33,42;66,58;66,58; -   ; -   ;;;;
Lurraldea/TTHH;GIPUZKOA;39,98;60,02;55,49; -   ;4,53;;;;
Lurraldea/TTHH;BIZKAIA;38,69;61,31;61,04; -   ;0,27;;;;
;;;;;;;;;;
;;;;;;;;;;
3.4.1.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Finantza-erakunde mota. 2020ko 3. hiruhilekoa;;;;;;;;;;
3.4.1.- Duración media de los nuevos créditos hipotecarios (meses). Tipo entidad. 03 trimestre 2020;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                         ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;
Nazionala/Nacional;ESPAÑA;282,00;286,00;253,00;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;291,00;294,00;279,00;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;288,00;290,00;267,00;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;285,00;287,00;266,00;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;291,00;285,00;305,00;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;244,00;246,00;196,00;;;;;;
