1.0.-Etxebizitza salerosketak. 2013ko 3. hiruhilekoa;;;;;;;;;;;
1.0.- Número de compraventas de vivienda. 03 trimestre 2013;;;;;;;;;;;
;;;;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;41,34;3,50;51,00;4,16;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;30,50;1,49;60,57;7,44;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;20,38;14,54;55,30;9,78;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;55,92;2,12;40,13;1,83;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;33,79;3,14;59,52;3,55;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;51,61;2,50;42,61;3,28;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;29,82;10,67;53,65;5,86;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;48,11;4,82;43,41;3,66;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;44,56;2,48;47,23;5,73;;;;;;
Capitales de TTHH;Vitoria-Gasteiz;14,39;37,50;45,08;3,03;;;;;;
Capitales de TTHH;Donostia-San Sebastián;27,14;0,50;70,85;1,51;;;;;;
Capitales de TTHH;Bilbao;6,62;1,47;87,87;4,04;;;;;;
Resto de TTHH;Resto ARABA/ÁLAVA;10,87;2,17;82,61;4,35;;;;;;
Resto de TTHH;Resto GIPUZKOA;29,25;9,25;58,06;3,44;;;;;;
Resto de TTHH;Resto BIZKAIA;36,64;18,64;41,46;3,26;;;;;;
Áreas funcionales;Álava Central;14,65;36,26;46,16;2,93;;;;;;
Áreas funcionales;Balmaseda-Zalla;0,00;0,00;92,86;7,14;;;;;;
Áreas funcionales;Beasain-Zumárraga;5,88;1,96;78,43;13,73;;;;;;
Áreas funcionales;Bilbao Metropolitano;26,22;10,68;59,78;3,32;;;;;;
Áreas funcionales;Donostia-San Sebastián;25,32;8,70;63,42;2,56;;;;;;
Áreas funcionales;Durango;29,91;48,60;16,82;4,67;;;;;;
Áreas funcionales;Eibar;29,41;5,88;64,71;0,00;;;;;;
Áreas funcionales;Gernika-Markina;67,31;7,69;23,08;1,92;;;;;;
Áreas funcionales;Igorre;100,00;0,00;0,00;0,00;;;;;;
Áreas funcionales;Laguardia;100,00;0,00;0,00;0,00;;;;;;
Áreas funcionales;Laudio / Llodio;0,00;0,00;91,43;8,57;;;;;;
Áreas funcionales;Arrasate-Bergara;25,81;25,81;45,15;3,23;;;;;;
Áreas funcionales;Mungia;53,33;6,67;40,00;0,00;;;;;;
Áreas funcionales;Tolosa;19,44;0,00;80,56;0,00;;;;;;
Áreas funcionales;Zarautz-Azpeitia;50,79;0,00;48,42;0,79;;;;;;
;;;;;;;;;;;
3.1.1.- Hipoteka-kreditu berriko banaketa(%).  2013ko 3. hiruhilekoa;;;;;;;;;;;
3.1.1.- Distribución del volumen de nuevo crédito hipotecario(%).  03 trimestre 2013;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BANKUAK BANCOS;KUTXAK CAJAS;BESTELAKOAK OTRAS;;;;;;;
Nazionala/Nacional;ESPAÑA;74,55;8,70;16,75;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;54,51;17,62;27,87;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;71,67;10,77;17,56;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;66,63;9,86;23,51;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;59,17;3,93;36,90;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;86,75;3,58;9,67;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;76,69;8,09;15,22;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;93,20;3,40;3,40;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;70,21;10,48;19,31;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;67,70;11,44;20,86;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;75,35;8,62;16,03;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;80,99;10,32;8,69;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;71,85;16,68;11,47;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;89,12;2,72;8,16;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;65,48;7,37;27,15;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;50,97;22,84;26,19;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;62,05;23,89;14,06;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;68,61;6,75;24,64;;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;29,00;22,45;48,55;;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;71,18;23,98;4,84;;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;70,52;10,28;19,20;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;33,51;16,52;49,97;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;59,31;12,47;28,22;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;53,27;18,81;27,92;;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;29,00;23,07;47,93;;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;71,73;28,27;0,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;65,16;14,96;19,88;;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;64,58;13,84;21,58;;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;67,49;19,82;12,69;;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;27,00;17,71;55,29;;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;38,26;15,29;46,45;;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;28,14;52,69;19,17;;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;0,00;100,00;0,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;72,12;27,88;0,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;34,16;1,86;63,98;;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;50,84;3,10;46,06;;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;16,81;58,11;25,08;;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;65,29;6,19;28,52;;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;63,47;13,01;23,52;;;;;;;
;;;;;;;;;;;
3.1.2.- Hipoteka-kreditu berriko banaketa(%). Higiezin mota. 2013ko 3. hiruhilekoa;;;;;;;;;;;
3.1.2.- Distribución del volumen de nuevo crédito hipotecario (%). Tipo bien inmueble. 03 trimestre 2013;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAK VIVIENDAS;LOKALAK LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;LARREKOAK RUSTICOS;;;;
Nazionala/Nacional;ESPAÑA;69,35;9,23;1,35;12,34;5,59;2,14;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;74,10;6,49;2,00;4,65;12,20;0,56;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;71,52;10,32;2,31;6,56;4,30;4,99;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;71,16;10,97;1,63;12,91;3,24;0,09;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;32,14;7,85;0,52;33,09;7,74;18,66;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;74,37;6,61;1,74;5,32;4,69;7,27;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;65,32;16,10;2,01;6,30;7,41;2,86;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;27,59;5,42;0,48;61,57;4,68;0,26;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;73,20;8,29;1,73;8,73;3,71;4,34;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;63,36;9,27;1,42;14,93;10,19;0,83;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;74,24;6,65;0,94;10,58;7,44;0,15;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;75,63;11,00;0,93;6,27;5,18;0,99;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;69,99;8,54;1,14;12,34;5,52;2,47;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;69,93;11,56;0,62;15,05;2,84;0,00;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;69,74;9,52;1,13;14,76;3,60;1,25;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;76,37;7,00;0,70;4,80;9,93;1,20;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;85,03;10,21;1,30;0,22;3,24;0,00;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;72,91;9,80;1,81;10,92;3,69;0,87;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;55,34;2,97;1,80;0,21;39,68;0,00;;;;
Lurraldea/TTHH;GIPUZKOA;74,48;6,07;2,33;7,39;8,75;0,98;;;;
Lurraldea/TTHH;BIZKAIA;82,51;8,45;1,85;4,65;2,04;0,50;;;;
;;;;;;;;;;;
3.1.3.- Hipoteka-kreditu berriko banaketa (%). Babesaren gradua.  2013ko 3. hiruhekoa;;;;;;;;;;;
3.1.3.- Distribución del volumen de nuevo crédito hipotecario (%). Grado protección. 03 trimestre 2013;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZA LIBREA VIVIENDA LIBRE;ETXEBIZITZA BABESTUA VIVIENDA PROTEGIDA;LIBRE BANKUAK/KUTXAK LIBRE BANCOS/CAJAS;LIBRE BESTEAK LIBRE OTRAS;BABESTUAK BANKUAK/KUTXAK VPO BANCOS/CAJAS;BABESTUAK BESTEAK VPO OTRAS;;;;
Nazionala/Nacional;ESPAÑA;88,01;11,99;86,68;13,32;81,41;18,59;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;78,34;21,66;79,96;20,04;81,50;18,50;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;90,14;9,86;83,42;16,58;88,19;11,81;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;63,25;36,75;77,08;22,92;55,53;44,47;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;78,16;21,84;60,99;39,01;65,29;34,71;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;98,29;1,71;91,90;8,10;87,39;12,61;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;95,20;4,80;83,62;16,38;90,09;9,91;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;93,46;6,54;92,89;7,11;93,97;6,03;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;75,87;24,13;85,82;14,18;64,14;35,86;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;92,31;7,69;83,93;16,07;82,86;17,14;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;89,62;10,38;89,31;10,69;94,29;5,71;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;84,80;15,20;93,16;6,84;96,07;3,93;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;95,06;4,94;97,37;2,63;95,72;4,28;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;91,72;8,28;93,42;6,58;95,49;4,51;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;90,00;10,00;75,08;24,92;77,31;22,69;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;84,54;15,46;74,71;25,29;62,53;37,47;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;68,84;31,16;85,35;14,65;90,95;9,05;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;92,41;7,59;80,85;19,15;81,59;18,41;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;46,26;53,74;74,82;25,18;93,68;6,32;;;;
Lurraldea/TTHH;GIPUZKOA;95,23;4,77;85,74;14,26;60,13;39,87;;;;
Lurraldea/TTHH;BIZKAIA;76,82;23,18;76,02;23,98;75,67;24,33;;;;
;;;;;;;;;;;
3.2.1.- Kontratatutako hipoteka-kredituko batez bestekoa m²ka (€). 2013ko 3. hiruhilekoa;;;;;;;;;;;
3.2.1.- Importe medio de crédito hipotecario contratado por m²(€). 03 trimestre 2013;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS;BESTELAKOAK OTRAS;;;;;;;
Nazionala/Nacional;ESPAÑA;1.043,07;1.046,49;1.014,96;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;1.477,72;1.487,34;1.433,87;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;870,02;872,63;842,44;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;972,99;981,93;952,84;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;937,57;905,22;999,84;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.064,52;1.067,49;1.005,92;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;883,08;888,21;822,14;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.122,06;1.131,28;973,04;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;824,30;820,66;855,66;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXACASTILLA-LA MANCHA;632,48;631,17;640,48;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.166,55;1.170,69;1.123,67;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;636,19;635,54; n.d. ;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;891,70;896,10;676,18;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;1.613,95;1.621,99;1.509,49;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;687,01;692,46;634,11;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.184,60;1.282,97;985,74;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;758,23;783,69;642,39;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;748,87;747,34;763,94;;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;1.171,41;1.155,47;1.256,93;;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;2.226,45;2.223,40; n.d. ;;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;1.559,43;1.641,21;1.341,36;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;989,00;955,87; n.d. ;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;1.526,39;1.515,69;1.553,37;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;1.472,19;1.472,78;1.468,24;;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;1.169,09;1.152,86;1.256,93;;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;1.444,24; n.d. ; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumarraga;1.181,22;1.204,90; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;1.500,55;1.517,53;1.421,27;;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;1.933,70;1.978,51;1.650,50;;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;1.319,96;1.330,37; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;1.254,28;1.250,23; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;1.859,79;1.933,71; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre; -     ; n.d. ; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;712,06; n.d. ; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;1.001,49; n.d. ; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;1.611,54; n.d. ;1.616,26;;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;1.840,10; n.d. ; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;949,72;982,47; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;2.006,94;2.041,80;1.950,30;;;;;;;
;;;;;;;;;;;
3.2.3.- Kontratatutako hipoteka-kredituko batez bestekoa transakzioka (€). 2013ko 3. hiruhilekoa;;;;;;;;;;;
3.2.3.- Importe medio de crédito hipotecario contratado por transacción (€). 03 trimestre 2013;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;;
Nazionala/Nacional;ESPAÑA;100.877,25;103.287,68;88.265,75;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;121.853,43;121.947,42;121.475,66;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;87.384,91;85.970,87;95.433,93;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;92.935,29;93.824,16;91.012,25;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;77.714,71;76.199,99;80.311,36;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;107.013,56;107.965,78;97.375,21;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;62.935,61;72.559,79;37.181,62;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;93.518,23;95.113,67;76.719,18;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;92.543,09;90.173,01;103.875,67;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;76.972,35;78.797,64;68.762,73;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;113.133,36;114.168,84;104.821,60;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;64.053,53;64.582,39;57.418,79;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;89.683,19;90.490,39;67.948,32;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;170.069,66;170.649,24;162.063,68;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;70.844,41;71.232,88;69.685,61;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;111.101,35;123.599,20;87.410,37;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;81.083,99;86.631,95;56.618,43;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;72.192,80;74.114,17;65.094,98;;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;98.719,73;98.119,24;103.677,64;;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;173.348,24;173.708,93;167.826,92;;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;135.733,16;138.443,70;128.956,79;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;108.529,93;98.703,22;123.270,00;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;123.125,38;126.256,41;113.387,87;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;115.577,56;113.280,85;123.700,70;;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;99.618,79;98.679,41;107.156,78;;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;88.963,40; n.d. ; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;93.999,71;96.441,34; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;123.572,64;121.330,68;132.171,03;;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;149.709,31;154.174,37;118.352,43;;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;101.100,22;98.272,74;104.987,99;;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;91.177,92;92.111,96; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;126.062,19;131.074,23; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;165.000,00; n.d. ; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;118.000,00; n.d. ; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;95.132,86;79.971,68;112.189,18;;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;110.748,08;106.367,01;115.859,33;;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;117.623,04; n.d. ; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;88.795,25;94.091,98;81.090,91;;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;167.749,89;174.061,99;151.491,45;;;;;;;
;;;;;;;;;;;
3.3.- Interes-tipoak. Erreferentziaren indizeak (%). 2013ko 3. hiruhilekoa;;;;;;;;;;;
3.3.- Tipos de interés. Índices de referencia (%). 03 trimestre 2013;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Finkoa     Fijo;Aldagarria Variable;Euriborra Euribor;HMEI      IRPH;Bestelakoak Otros;;;;;
Nazionala/Nacional;ESPAÑA;6,78;93,22;86,54;5,54;1,14;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2,32;97,68;94,78;1,80;1,10;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;7,65;92,35;82,40;8,90;1,05;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;5,30;94,70;93,36;0,96;0,38;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;5,37;94,63;91,72;1,99;0,92;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;8,37;91,63;84,77;5,97;0,89;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;13,73;86,27;66,90;18,05;1,32;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;3,60;96,40;91,60;3,00;1,80;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;6,60;93,40;88,12;3,77;1,51;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;6,17;93,83;87,06;4,74;2,03;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;7,77;92,23;86,49;3,99;1,75;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;5,83;94,17;85,58;7,21;1,38;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;3,22;96,78;92,78;3,00;1,00;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;3,31;96,69;93,29;3,10;0,30;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;4,06;95,94;85,75;8,51;1,68;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;3,50;96,50;94,22;1,82;0,46;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;1,43;98,57;95,43;2,00;1,14;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;11,86;88,14;80,53;6,74;0,87;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;2,03;97,97;92,82;0,18;4,97;;;;;
Lurraldea/TTHH;GIPUZKOA;2,25;97,75;93,25;4,25;0,25;;;;;
Lurraldea/TTHH;BIZKAIA;2,48;97,52;96,43;1,02;0,07;;;;;
;;;;;;;;;;;
3.4.1.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Entitate mota. 2013ko 3. hiruhilekoa;;;;;;;;;;;
3.4.1.- Duración media de los nuevos créditos hipotecarios (meses). Tipo entidad. 03 trimestre 2013;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                         ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;;
Nazionala/Nacional;ESPAÑA;263,00;271,00;217,00;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;281,00;278,00;289,00;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;257,00;265,00;209,00;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;272,00;268,00;280,00;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;242,00;237,00;249,00;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;258,00;269,00;138,00;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;215,00;226,00;150,00;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;244,00;250,00;192,00;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;251,00;272,00;152,00;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;271,00;282,00;222,00;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;270,00;277,00;214,00;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;256,00;262,00;180,00;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;262,00;267,00;116,00;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;294,00;297,00;249,00;;;;;;;
