1.0.-Etxebizitzen salerosketa kopurua. 2021ko 3. hiruhilekoa;;;;;;;;;;;
1.0.- Número de compraventas de vivienda. 03 trimestre 2021;;;;;;;;;;;
;;;;;;;;;;;
1.5.- Periodo medio de posesión de las viviendas (días/%). 03 trimestre 2021;;;;;;;;;;;
;;;;;;;;;;;
;;;;;Itzuli;Volver;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;< 2 urte             < 2 años;2 - 5 urte       2 - 5 años;5 - 10 urte       5 - 10 años;>10 urte          >10 años;;;;;
Nazionala/Nacional;ESPAÑA;6.024,00;7,63;12,07;11,59;68,71;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;8.377,00;4,07;7,69;9,98;78,26;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
2.1.-Salerosketa-banaketa (%). 2021ko 3. hiruhilekoa;;;;;;;;;;;
2.1.- Distribución de compraventas (%). 03 trimestre 2021;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;LIBRE BERRIA NUEVA LIBRE;BERRIA BABESTUA NUEVA VPO;LIBRE ERABILIA USADA LIBRE;ERABILIA BABESTUA USADA VPO;;;;;;
Nazionala/Nacional;ESPAÑA;17,73;1,36;74,68;6,23;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;11,50;2,11;81,86;4,53;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;20,66;1,44;71,36;6,54;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;16,82;1,68;73,20;8,30;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;16,34;2,70;69,22;11,74;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;12,64;0,00;86,00;1,36;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;21,89;0,51;73,78;3,82;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;14,50;0,30;77,97;7,23;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;20,28;1,60;71,27;6,85;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;18,54;0,79;77,02;3,65;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;14,82;0,71;77,34;7,13;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;7,65;2,20;74,01;16,14;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;23,33;0,94;72,72;3,01;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;20,23;2,83;72,56;4,38;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;17,02;0,81;75,42;6,75;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;27,74;5,12;54,76;12,38;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;24,59;0,74;68,81;5,86;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;13,81;0,71;78,31;7,17;;;;;;
Capitales de TTHH;Vitoria-Gasteiz;5,09;3,52;77,50;13,89;;;;;;
Capitales de TTHH;Donostia/San Sebastián;11,38;7,09;80,04;1,49;;;;;;
Capitales de TTHH;Bilbao;9,20;0,22;86,99;3,59;;;;;;
Resto de TTHH;Resto ARABA/ÁLAVA;12,64;0,55;80,22;6,59;;;;;;
Resto de TTHH;Resto GIPUZKOA;8,54;0,53;87,73;3,20;;;;;;
Resto de TTHH;Resto BIZKAIA;16,69;2,35;77,16;3,80;;;;;;
Áreas funcionales;Álava Central;5,45;3,14;79,34;12,07;;;;;;
Áreas funcionales;Balmaseda-Zalla;10,81;0,00;86,49;2,70;;;;;;
Áreas funcionales;Beasain-Zumárraga;5,43;1,55;88,37;4,65;;;;;;
Áreas funcionales;Bilbao Metropolitano;12,49;1,60;82,75;3,16;;;;;;
Áreas funcionales;Donostia-San Sebastián;9,14;3,93;84,87;2,06;;;;;;
Áreas funcionales;Durango;23,53;3,92;66,67;5,88;;;;;;
Áreas funcionales;Eibar;25,69;0,69;69,45;4,17;;;;;;
Áreas funcionales;Gernika-Markina;25,74;0,00;67,33;6,93;;;;;;
Áreas funcionales;Igorre;14,29;0,00;76,19;9,52;;;;;;
Áreas funcionales;Laguardia;40,74;0,00;59,26;0,00;;;;;;
Áreas funcionales;Laudio / Llodio;11,94;0,00;71,64;16,42;;;;;;
Áreas funcionales;Arrasate-Bergara;24,00;1,00;63,00;12,00;;;;;;
Áreas funcionales;Mungia;24,24;0,00;63,64;12,12;;;;;;
Áreas funcionales;Tolosa;0,00;0,00;100,00;0,00;;;;;;
Áreas funcionales;Zarautz-Azpeitia;1,14;0,00;98,29;0,57;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
3.1.1.- Hipoteka-kreditu berriko banaketa(%).  2021ko 3. hiruhilekoa;;;;;;;;;;;
3.1.1.- Distribución del volumen de nuevo crédito hipotecario(%).  03 trimestre 2021;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;;;
Nazionala/Nacional;ESPAÑA;91,27;8,73;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;79,18;20,82;;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;88,84;11,16;;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;91,72;8,28;;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;77,50;22,50;;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;93,66;6,34;;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;89,52;10,48;;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;96,49;3,51;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;87,22;12,78;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;88,26;11,74;;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;95,01;4,99;;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;92,60;7,40;;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;96,08;3,92;;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;96,21;3,79;;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;86,79;13,21;;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;63,87;36,13;;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;73,62;26,38;;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;90,98;9,02;;;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;74,36;25,64;;;;;;;;
Hiriburak/Capitales de TTHH;Donostia/San Sebastián;65,42;34,58;;;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;87,21;12,79;;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;78,74;21,26;;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;66,61;33,39;;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;89,63;10,37;;;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;74,98;25,02;;;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;100,00;0,00;;;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;30,64;69,36;;;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;86,61;13,39;;;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;68,36;31,64;;;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;99,22;0,78;;;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;84,44;15,56;;;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;90,72;9,28;;;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;100,00;0,00;;;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;93,67;6,33;;;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;74,69;25,31;;;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;76,68;23,32;;;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;97,96;2,04;;;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;25,67;74,33;;;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;61,82;38,18;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
3.1.2.- Hipoteka-kreditu berriko banaketa(%). Higiezin mota. 2021ko 3. hiruhilekoa;;;;;;;;;;;
3.1.2.- Distribución del volumen de nuevo crédito hipotecario (%). Tipo bien inmueble. 03 trimestre 2021;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAK VIVIENDAS;LOKALAK    LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;LARREKOAK RUSTICOS;;;;
Nazionala/Nacional;ESPAÑA;88,16;2,32;1,22;4,47;3,44;0,39;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;75,75;2,91;0,92;14,46;5,35;0,61;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;91,40;2,31;1,23;3,98;0,99;0,09;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;88,72;0,97;1,58;0,58;7,74;0,41;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;85,33;5,11;2,32;2,54;1,73;2,97;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;93,04;2,78;0,64;1,49;0,72;1,33;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;85,73;6,70;1,83;2,71;1,30;1,73;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;91,49;0,86;1,38;1,63;4,22;0,42;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;80,69;1,87;1,66;11,04;4,23;0,51;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;60,52;1,14;0,99;1,46;35,83;0,06;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;88,49;1,76;1,37;6,01;2,25;0,12;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;85,81;4,81;0,89;5,94;1,97;0,58;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;83,58;6,84;2,40;3,06;2,35;1,77;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;95,01;1,61;0,95;2,15;0,10;0,18;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;89,73;2,31;1,40;1,05;5,00;0,51;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;77,71;4,08;0,60;10,30;5,38;1,93;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;66,61;2,74;0,89;12,85;16,91;0,00;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;90,93;2,23;1,26;2,28;3,01;0,29;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;76,18;1,22;0,73;20,48;1,27;0,12;;;;
Lurraldea/TTHH;GIPUZKOA;75,37;3,88;0,93;14,36;4,58;0,88;;;;
Lurraldea/TTHH;BIZKAIA;75,93;2,65;0,95;13,10;6,84;0,53;;;;
;;;;;;;;;;;
;;;;;;;;;;;
3.1.3.- Hipoteka-kreditu berriko banaketa (%). Babesaren gradua.  2021ko 3. hiruhilekoa;;;;;;;;;;;
3.1.3.- Distribución del volumen de nuevo crédito hipotecario (%). Grado protección. 03 trimestre 2021;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZA LIBREA VIVIENDA LIBRE;ETXEBIZITZA BABESTUA VIVIENDA PROTEGIDA;LIBRE BANKUAK/KUTXAK LIBRE BANCOS/CAJAS;LIBRE BESTEAK LIBRE OTRAS;BABESTUAK BANKUAK/KUTXAK VPO BANCOS/CAJAS;BABESTUAK BESTEAK VPO OTRAS;;;;
Nazionala/Nacional;ESPAÑA;92,50;7,50;92,13;7,87;93,04;6,96;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;93,01;6,99;80,25;19,75;84,97;15,03;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;91,51;8,49;91,44;8,56;92,31;7,69;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;89,01;10,99;91,57;8,43;84,34;15,66;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;89,58;10,42;78,91;21,09;71,00;29,00;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;98,63;1,37;94,58;5,42;96,74;3,26;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;96,35;3,65;94,62;5,38;98,17;1,83;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;91,91;8,09;95,55;4,45;100,00;0,00;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;91,76;8,24;87,65;12,35;89,21;10,79;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;95,28;4,72;83,24;16,76;81,36;18,64;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;92,92;7,08;94,60;5,40;98,40;1,60;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;76,54;23,46;92,22;7,78;96,76;3,24;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;97,17;2,83;98,13;1,87;94,96;5,04;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;92,33;7,67;96,23;3,77;97,84;2,16;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;91,88;8,12;87,20;12,80;88,29;11,71;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;87,11;12,89;60,94;39,06;65,54;34,46;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;90,69;9,31;84,53;15,47;79,90;20,10;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;92,39;7,61;91,33;8,67;89,35;10,65;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;77,74;22,26;77,78;22,22;83,85;16,15;;;;
Lurraldea/TTHH;GIPUZKOA;96,84;3,16;68,28;31,72;84,98;15,02;;;;
Lurraldea/TTHH;BIZKAIA;94,02;5,98;89,15;10,85;85,97;14,03;;;;
;;;;;;;;;;;
;;;;;;;;;;;
3.2.1.- Kontratatutako hipoteka-kredituko batez bestekoa m koadroka (€). 2021ko 3. hiruhilekoa;;;;;;;;;;;
3.2.1.- Importe medio de crédito hipotecario contratado por m²(€). 03 trimestre 2021;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS;BESTELAKOAK OTRAS;;;;;;;
Nazionala/Nacional;ESPAÑA;1.367,71;1.383,36;1.201,98;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;1.948,00;1.947,45;1.950,19;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.089,31;1.105,98;928,52;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.106,01;1.113,93;1.027,22;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.112,47;1.101,55;1.142,78;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.819,84;1.820,60;1.789,25;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.257,73;1.261,22;1.184,56;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.108,93;1.103,87;1.251,20;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;894,24;894,31;893,69;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;766,41;769,95;748,35;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.723,08;1.729,97;1.589,50;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;703,17;705,28;675,68;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.022,71;1.026,24;863,39;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.067,10;2.063,61;2.153,38;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;802,62;821,76;678,17;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.240,21;1.189,19;1.331,97;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;861,49;854,78;908,64;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;984,33;995,33;870,83;;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;1.595,82;1.591,65;1.608,20;;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;2.985,78;2.916,79;3.132,92;;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;1.995,97;2.002,60;1.952,99;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;1.235,73;1.230,08;1.261,25;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;1.839,25;1.915,70;1.680,05;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;1.884,85;1.885,73;1.877,03;;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;1.560,83;1.553,69;1.583,74;;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;1.503,00;1.503,00;n.d.;;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;1.459,73;1.466,29;1.455,99;;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;1.977,09;1.985,34;1.919,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;2.544,70;2.473,52;2.784,60;;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;1.633,19;1.633,19;n.d.;;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;1.527,80;1.531,26;1.507,42;;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;1.631,41;1.610,76;1.734,64;;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;1.292,95;1.292,95;n.d.;;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;718,56;718,56;n.d.;;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;1.208,07;1.213,76;1.190,46;;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;1.393,06;1.403,02;1.370,57;;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;1.916,93;1.933,33;n.d.;;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;1.846,35;2.404,91;1.632,78;;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;2.068,01;2.047,95;2.101,27;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
3.2.3.- Kontratatutako hipoteka-kredituko batez bestekoa transakzioka (€). 2021ko 3. hiruhilekoa;;;;;;;;;;;
3.2.3.- Importe medio de crédito hipotecario contratado por transacción (€). 03 trimestre 2021;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;;
Nazionala/Nacional;ESPAÑA;140.536,62;142.715,83;119.040,53;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;156.047,21;155.312,00;159.172,87;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;119.507,85;121.899,03;98.645,79;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;105.468,16;106.459,82;96.612,30;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;109.214,01;113.305,19;96.763,52;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;217.897,12;215.409,14;273.347,88;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;108.904,69;109.329,33;101.776,96;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;110.984,69;111.791,59;94.927,58;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;102.079,24;102.382,76;99.951,51;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;100.943,98;101.450,26;98.517,22;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;162.618,63;163.072,99;154.652,23;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;85.903,40;86.574,44;77.550,11;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;108.931,43;109.623,13;82.802,21;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;214.622,12;214.357,35;221.869,63;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;87.913,34;90.312,08;74.352,27;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;121.148,12;116.998,60;128.434,14;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;91.276,29;91.258,73;91.369,30;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;102.135,04;103.538,89;89.578,63;;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;112.128,98;108.562,30;128.000,73;;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;229.086,42;222.973,19;241.648,37;;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;167.787,28;169.715,88;155.783,48;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;127.015,31;127.297,37;125.938,34;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;143.827,25;145.526,09;139.775,77;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;156.059,41;157.169,07;146.765,16;;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;115.098,73;111.923,62;129.363,02;;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;138.832,42;138.832,42;n.d.;;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;117.811,69;113.781,64;121.012,02;;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;162.963,54;164.738,10;151.139,70;;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;192.953,65;186.295,36;213.536,32;;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;138.778,25;138.213,48;n.d.;;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;115.915,09;117.268,13;105.513,61;;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;148.690,21;153.053,17;128.511,49;;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;136.877,97;136.877,97;n.d.;;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;97.390,15;97.390,16;n.d.;;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;114.604,76;114.529,44;114.810,91;;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;122.947,32;127.241,94;109.767,28;;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;189.946,18;189.014,70;n.d.;;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;137.559,29;136.604,55;137.859,36;;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;170.629,56;170.621,73;170.641,37;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
3.3.- Interes-tipoak. Erreferentziar indizeak (%). 2021ko 3. hiruhilekoa;;;;;;;;;;;
3.3.- Tipos de interés. Índices de referencia (%). 03 trimestre 2021;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Finkoa     Fijo;Aldagarria Variable;Euriborra Euribor;HMEI      IRPH;Bestelakoak Otros;;;;;
Nazionala/Nacional;ESPAÑA;57,90;42,10;40,69;0,31;1,10;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;48,17;51,83;51,65;0,06;0,12;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;57,45;42,55;39,15;0,95;2,45;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;71,69;28,31;27,88;0,13;0,30;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;51,20;48,80;48,64;0,00;0,16;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;59,97;40,03;39,51;0,00;0,52;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;57,54;42,46;41,39;0,17;0,90;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;69,64;30,36;30,25;0,11;0,00;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;61,94;38,06;37,40;0,08;0,58;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;53,87;46,13;45,09;0,71;0,33;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;60,27;39,73;39,32;0,06;0,35;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;51,09;48,91;47,50;0,94;0,47;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;62,78;37,22;36,62;0,04;0,56;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;47,50;52,50;50,94;0,03;1,53;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;74,51;25,49;25,02;0,08;0,39;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;61,98;38,02;35,59;0,81;1,62;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;73,15;26,85;26,68;0,17;0,00;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;63,24;36,76;35,37;0,20;1,19;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;37,96;62,04;61,81;0,00;0,23;;;;;
Lurraldea/TTHH;GIPUZKOA;50,41;49,59;49,27;0,16;0,16;;;;;
Lurraldea/TTHH;BIZKAIA;49,10;50,90;50,84;0,00;0,06;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
3.4.1.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Finantza-erakunde mota. 2021ko 3. hiruhilekoa;;;;;;;;;;;
