1.0.-Etxebizitzen salerosketa kopurua. 2019ko 2. hiruhilekoa;;;;;;;;;
1.0.- Número de compraventas de vivienda. 02 trimestre 2019;;;;;;;;;
;;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;7.423,00;4,24;6,69;13,29;75,78;;;
;;;;;;;;;
;;;;;;;;;
2.1.-Salerosketa-banaketa (%). 2019ko 2. hiruhilekoa;;;;;;;;;
2.1.- Distribución de compraventas (%). 02 trimestre 2019;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;LIBRE BERRIA NUEVA LIBRE;BERRIA BABESTUA NUEVA VPO;LIBRE ERABILIA USADA LIBRE;ERABILIA BABESTUA USADA VPO;;;;
Nazionala/Nacional;ESPAÑA;15,68;1,39;74,90;8,03;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;12,39;2,91;79,23;5,47;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;15,83;1,63;74,47;8,07;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;15,95;1,12;71,71;11,22;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;18,79;4,40;64,49;12,32;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;19,12;0,22;78,46;2,20;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;18,22;0,60;70,49;10,69;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;15,86;0,81;74,42;8,91;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;14,85;1,83;74,21;9,11;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;19,08;2,77;73,80;4,35;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;13,41;0,74;77,44;8,41;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;10,79;1,81;65,78;21,62;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;20,65;0,76;74,54;4,05;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;18,87;1,63;74,15;5,35;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;15,12;1,60;74,63;8,65;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;16,31;3,53;70,19;9,97;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;18,74;1,71;68,04;11,51;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;12,66;0,70;77,19;9,45;;;;
Capitales de TTHH;Vitoria-Gasteiz;5,45;8,93;70,95;14,67;;;;
Capitales de TTHH;Donostia/San Sebastián;17,99;0,00;80,61;1,40;;;;
Capitales de TTHH;Bilbao;6,24;1,76;88,94;3,06;;;;
Resto de TTHH;Resto ARABA/ÁLAVA;10,53;2,63;80,70;6,14;;;;
Resto de TTHH;Resto GIPUZKOA;18,18;1,40;76,22;4,20;;;;
Resto de TTHH;Resto BIZKAIA;13,27;2,76;79,11;4,86;;;;
Áreas funcionales;Álava Central;5,29;8,50;72,70;13,51;;;;
Áreas funcionales;Balmaseda-Zalla;2,94;0,00;91,18;5,88;;;;
Áreas funcionales;Beasain-Zumárraga;5,30;0,00;90,73;3,97;;;;
Áreas funcionales;Bilbao Metropolitano;7,02;2,17;86,76;4,05;;;;
Áreas funcionales;Donostia-San Sebastián;21,62;1,13;75,00;2,25;;;;
Áreas funcionales;Durango;48,84;1,74;44,19;5,23;;;;
Áreas funcionales;Eibar;27,88;3,03;63,03;6,06;;;;
Áreas funcionales;Gernika-Markina;15,28;5,56;74,99;4,17;;;;
Áreas funcionales;Igorre;36,36;0,00;63,64;0,00;;;;
Áreas funcionales;Laguardia;42,86;4,76;52,38;0,00;;;;
Áreas funcionales;Laudio / Llodio;2,56;0,00;84,62;12,82;;;;
Áreas funcionales;Arrasate-Bergara;26,21;3,88;53,41;16,50;;;;
Áreas funcionales;Mungia;0,00;25,00;62,50;12,50;;;;
Áreas funcionales;Tolosa;0,00;0,00;98,96;1,04;;;;
Áreas funcionales;Zarautz-Azpeitia;1,68;0,00;95,80;2,52;;;;
;;;;;;;;;
;;;;;;;;;
3.1.1.- Hipoteka-kreditu berriko banaketa(%).  2019ko 2. hiruhilekoa;;;;;;;;;
3.1.1.- Distribución del volumen de nuevo crédito hipotecario(%).  02 trimestre 2019;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;
Nazionala/Nacional;ESPAÑA;90,31;9,69;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;79,16;20,84;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;90,35;9,65;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;83,79;16,21;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;74,29;25,71;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;92,04;7,96;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;92,95;7,05;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;90,34;9,66;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;82,89;17,11;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;81,56;18,44;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;93,61;6,39;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;93,94;6,06;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;92,48;7,52;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;95,79;4,21;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;87,31;12,69;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;52,99;47,01;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;66,24;33,76;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;90,97;9,03;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;82,00;18,00;;;;;;
Hiriburak/Capitales de TTHH;Donostia/San Sebastián;79,61;20,39;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;83,70;16,30;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;86,08;13,92;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;70,78;29,22;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;81,45;18,55;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;82,21;17,79;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;95,71;4,29;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;33,06;66,94;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;83,18;16,82;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;78,97;21,03;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;76,78;23,22;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;82,56;17,44;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;72,61;27,39;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;65,89;34,11;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;100,00;0,00;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;79,70;20,30;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;80,09;19,91;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;75,59;24,41;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;58,14;41,86;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;57,49;42,51;;;;;;
;;;;;;;;;
;;;;;;;;;
3.1.2.- Hipoteka-kreditu berriko banaketa(%). Higiezin mota. 2019ko 2. hiruhilekoa;;;;;;;;;
3.1.2.- Distribución del volumen de nuevo crédito hipotecario (%). Tipo bien inmueble. 02 trimestre 2019;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAK VIVIENDAS;LOKALAK    LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;LARREKOAK RUSTICOS;;
Nazionala/Nacional;ESPAÑA;85,97;4,05;1,02;5,51;2,89;0,56;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;78,47;3,93;1,22;12,50;3,26;0,62;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;87,04;3,64;1,14;5,01;2,81;0,36;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;83,62;4,68;1,33;7,42;2,80;0,15;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;81,99;4,56;1,12;1,80;4,62;5,91;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;85,71;3,19;0,84;7,10;1,81;1,35;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;83,53;6,36;1,60;2,89;3,90;1,72;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;76,30;4,10;1,51;2,70;14,40;0,99;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;79,17;5,39;1,68;9,12;4,00;0,64;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;87,38;2,57;1,30;3,74;4,64;0,37;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;88,34;3,39;1,01;3,53;3,70;0,03;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;79,90;3,00;0,81;5,31;10,28;0,70;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;82,12;6,14;1,16;4,33;3,65;2,60;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;88,02;4,52;0,52;6,48;0,17;0,29;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;86,52;6,03;0,86;2,58;3,20;0,81;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;77,24;4,88;0,53;8,96;7,07;1,32;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;67,81;4,78;4,27;20,52;2,35;0,27;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;89,46;3,25;1,23;1,91;3,73;0,42;;
Lurraldea/TTHH;ARABA/ÁLAVA;92,69;2,23;0,58;1,20;3,30;0,00;;
Lurraldea/TTHH;GIPUZKOA;75,04;4,17;1,08;15,70;2,84;1,17;;
Lurraldea/TTHH;BIZKAIA;77,71;4,16;1,49;12,71;3,59;0,34;;
;;;;;;;;;
;;;;;;;;;
3.1.3.- Hipoteka-kreditu berriko banaketa (%). Babesaren gradua.  2019ko 2. hiruhilekoa;;;;;;;;;
3.1.3.- Distribución del volumen de nuevo crédito hipotecario (%). Grado protección. 02 trimestre 2019;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZA LIBREA VIVIENDA LIBRE;ETXEBIZITZA BABESTUA VIVIENDA PROTEGIDA;LIBRE BANKUAK/KUTXAK LIBRE BANCOS/CAJAS;LIBRE BESTEAK LIBRE OTRAS;BABESTUAK BANKUAK/KUTXAK VPO BANCOS/CAJAS;BABESTUAK BESTEAK VPO OTRAS;;
Nazionala/Nacional;ESPAÑA;91,79;8,21;90,93;9,07;89,42;10,58;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;90,11;9,89;79,62;20,38;71,68;28,32;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;91,03;8,97;90,81;9,19;89,97;10,03;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;88,08;11,92;87,59;12,41;87,89;12,11;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;83,54;16,46;75,03;24,97;64,99;35,01;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;97,96;2,04;90,05;9,95;96,86;3,14;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;93,77;6,23;90,79;9,21;93,95;6,05;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;89,04;10,96;90,92;9,08;99,29;0,71;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;90,78;9,22;83,74;16,26;86,90;13,10;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;91,51;8,49;83,27;16,73;86,50;13,50;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;90,61;9,39;94,01;5,99;96,71;3,29;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;77,13;22,87;93,36;6,64;95,63;4,37;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;95,30;4,70;94,28;5,72;88,59;11,41;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;95,39;4,61;96,86;3,14;95,48;4,52;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;86,77;13,23;88,86;11,14;90,45;9,55;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;87,89;12,11;56,70;43,30;53,07;46,93;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;87,53;12,47;79,21;20,79;68,99;31,01;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;89,76;10,24;89,46;10,54;90,70;9,30;;
Lurraldea/TTHH;ARABA/ÁLAVA;77,76;22,24;83,71;16,29;78,04;21,96;;
Lurraldea/TTHH;GIPUZKOA;93,61;6,39;70,98;29,02;94,14;5,86;;
Lurraldea/TTHH;BIZKAIA;91,02;8,98;85,45;14,55;54,79;45,21;;
;;;;;;;;;
;;;;;;;;;
3.2.1.- Kontratatutako hipoteka-kredituko batez bestekoa m koadroka (€). 2019ko 2. hiruhilekoa;;;;;;;;;
3.2.1.- Importe medio de crédito hipotecario contratado por m²(€). 02 trimestre 2019;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS;BESTELAKOAK OTRAS;;;;;
Nazionala/Nacional;ESPAÑA;1.284,03;1.301,96;1.108,55;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;1.751,74;1.744,18;1.785,31;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;1.028,18;1.040,71;905,57;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.061,30;1.057,22;1.093,57;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.021,93;1.042,54;978,79;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.426,51;1.579,25;739,40;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.147,47;1.143,91;1.198,62;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.106,80;1.105,34;1.127,58;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;874,92;875,81;867,58;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;737,66;746,04;685,61;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.655,34;1.659,89;1.572,94;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;692,70;700,63;555,15;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.004,53;1.013,01;830,53;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;1.964,07;1.963,17;1.992,11;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;796,55;809,12;688,27;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.117,92;1.080,15;1.177,19;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;855,45;850,53;878,34;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;902,53;909,24;829,73;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;1.423,28;1.424,59;1.418,50;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;2.685,14;2.637,17;2.829,76;;;;;
Hiriburak/Capitales de TTHH;Bilbao;1.760,58;1.744,45;1.842,91;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;1.209,14;1.192,70;  n.d.  ;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;1.691,61;1.695,63;1.680,26;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;1.734,45;1.743,55;1.660,93;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;1.402,05;1.399,17;1.413,31;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;1.402,17;1.312,99;  n.d.  ;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;1.364,34;1.344,82;1.380,77;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;1.765,55;1.773,09;1.716,49;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;2.185,56;2.138,41;2.369,90;;;;;
Eskualde Egitura/Áreas funcionales;Durango;1.740,68;1.723,00;  n.d.  ;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;1.470,91;1.400,52;1.713,04;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;1.676,15;1.529,74;  n.d.  ;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;1.242,04;1.220,51;  n.d.  ;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;942,73;  n.d.  ;  n.d.  ;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;1.202,30;1.161,05;  n.d.  ;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;1.467,46;1.432,48;1.631,58;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;1.222,25;  n.d.  ;  n.d.  ;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;1.701,40;1.733,34;1.636,06;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;1.957,99;2.014,84;1.848,50;;;;;
;;;;;;;;;
;;;;;;;;;
3.2.3.- Kontratatutako hipoteka-kredituko batez bestekoa transakzioka (€). 2019ko 2. hiruhilekoa;;;;;;;;;
3.2.3.- Importe medio de crédito hipotecario contratado por transacción (€). 02 trimestre 2019;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;
Nazionala/Nacional;ESPAÑA;124.106,31;126.311,98;105.841,81;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;141.919,17;142.961,27;138.166,77;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;107.317,50;109.547,90;89.471,89;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;98.120,33;97.140,04;105.668,51;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;92.249,98;96.573,29;82.118,12;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;147.170,14;160.171,09;84.264,21;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;94.983,20;94.483,85;100.339,31;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;99.429,62;98.350,27;113.428,49;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;92.828,05;91.575,29;100.029,67;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;86.325,68;86.523,11;85.337,07;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;144.184,07;145.334,69;127.590,52;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;78.008,32;78.919,37;66.267,77;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;98.371,75;98.866,02;91.210,67;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;195.721,61;195.692,20;196.613,76;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;81.326,43;82.659,51;71.881,15;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;109.991,45;107.886,07;112.823,23;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;82.308,91;81.350,38;85.883,27;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;94.161,99;93.655,52;98.754,74;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;129.179,84;130.432,29;123.686,62;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;188.211,87;183.073,95;210.097,43;;;;;
Hiriburak/Capitales de TTHH;Bilbao;151.357,28;152.545,59;145.818,04;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;129.752,91;126.161,17;152.408,55;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;132.927,14;131.851,91;135.246,52;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;133.024,30;136.619,90;118.297,78;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;129.435,25;129.585,85;128.742,25;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;110.902,22;110.902,22;  n.d.  ;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;118.627,39;110.709,00;123.378,43;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;141.127,41;143.190,44;130.985,24;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;167.361,85;163.660,02;181.226,86;;;;;
Eskualde Egitura/Áreas funcionales;Durango;133.679,49;148.680,75;109.177,43;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;107.486,67;103.662,42;119.634,27;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;129.086,34;120.787,82;  n.d.  ;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;104.433,44;103.852,71;  n.d.  ;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;194.211,99;  n.d.  ;  n.d.  ;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;104.334,23;105.734,46;  n.d.  ;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;111.317,91;111.976,25;108.355,35;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;226.000,00;  n.d.  ;  n.d.  ;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;136.249,47;146.031,92;120.241,81;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;139.367,44;141.910,31;135.411,86;;;;;
;;;;;;;;;
;;;;;;;;;
3.3.- Interes-tipoak. Erreferentziar indizeak (%). 2019ko 2. hiruhilekoa;;;;;;;;;
3.3.- Tipos de interés. Índices de referencia (%). 02 trimestre 2019;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Finkoa     Fijo;Aldagarria Variable;Euriborra Euribor;HMEI      IRPH;Bestelakoak Otros;;;
Nazionala/Nacional;ESPAÑA;42,51;57,49;56,55;0,37;0,57;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;24,22;75,78;75,04;0,02;0,72;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;38,38;61,62;60,56;0,50;0,56;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;40,84;59,16;58,03;0,08;1,05;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;54,91;45,09;44,78;0,26;0,05;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;52,08;47,92;47,28;0,07;0,57;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;42,60;57,40;56,93;0,13;0,34;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;46,99;53,01;51,55; -     ;1,46;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;38,22;61,78;61,17;0,13;0,48;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;38,31;61,69;60,25;1,05;0,39;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;53,73;46,27;45,78;0,17;0,32;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;26,72;73,28;70,55;1,28;1,45;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;49,23;50,77;50,62;0,03;0,12;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;34,46;65,54;64,06;0,72;0,76;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;55,06;44,94;44,43;0,13;0,38;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;35,56;64,44;64,03; -     ;0,41;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;40,19;59,81;58,56;0,78;0,47;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;49,55;50,45;49,36;0,36;0,73;;;
Lurraldea/TTHH;ARABA/ÁLAVA;21,45;78,55;78,28; -     ;0,27;;;
Lurraldea/TTHH;GIPUZKOA;25,99;74,01;73,81;0,05;0,15;;;
Lurraldea/TTHH;BIZKAIA;23,76;76,24;75,03; -     ;1,21;;;
;;;;;;;;;
;;;;;;;;;
3.4.1.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Finantza-erakunde mota. 2019ko 2. hiruhilekoa;;;;;;;;;
3.4.1.- Duración media de los nuevos créditos hipotecarios (meses). Tipo entidad. 02 trimestre 2019;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                         ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;
Nazionala/Nacional;ESPAÑA;284,00;286,00;273,00;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;293,00;296,00;281,00;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;288,00;288,00;280,00;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;270,00;271,00;260,00;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;281,00;279,00;289,00;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;252,00;254,00;198,00;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;255,00;256,00;240,00;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;276,00;277,00;253,00;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;272,00;273,00;269,00;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;276,00;273,00;295,00;;;;;
