1.0.-Etxebizitzen salerosketa kopurua. 2017ko 4. hiruhilekoa;;;;;;;;;;;
1.0.- Número de compraventas de vivienda. 04 trimestre 2017;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;OROKORRA GENERAL;BERRIA NUEVA;ERABILIA USADA;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;21,84;78,16;76,98;0,45;0,73;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;41,80;58,20;57,60;0,30;0,30;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;25,59;74,41;73,77;0,02;0,62;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;52,42;47,58;47,34;0,18;0,06;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;24,53;75,47;74,92;0,11;0,44;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;31,04;68,96;68,21;0,19;0,56;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;45,66;54,34;53,60;0,30;0,44;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;14,34;85,66;85,66; -     ; -     ;;;;;
Lurraldea/TTHH;GIPUZKOA;23,52;76,48;76,48; -     ; -     ;;;;;
Lurraldea/TTHH;BIZKAIA;20,32;79,68;79,21; -     ;0,47;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
3.4.1.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Finantza-erakunde mota. 2017ko 4. hiruhilekoa;;;;;;;;;;;
3.4.1.- Duración media de los nuevos créditos hipotecarios (meses). Tipo entidad. 04 trimestre 2017;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                         ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;;
Nazionala/Nacional;ESPAÑA;282,00;284,00;262,00;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;289,00;300,00;249,00;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;285,00;286,00;277,00;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;270,00;273,00;253,00;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;270,00;264,00;283,00;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;263,00;266,00;200,00;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;242,00;246,00;198,00;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;271,00;274,00;221,00;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;264,00;263,00;266,00;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;282,00;283,00;275,00;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;283,00;284,00;265,00;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;293,00;293,00;296,00;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;278,00;279,00;255,00;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;314,00;315,00;298,00;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;267,00;267,00;267,00;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;279,00;279,00;278,00;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;269,00;270,00;258,00;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;262,00;264,00;244,00;;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;264,00;301,00;210,00;;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;271,00;295,00;191,00;;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;288,00;291,00;273,00;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;281,00;273,00; n.d. ;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;296,00;299,00;284,00;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;302,00;306,00;282,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;265,00;299,00;211,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;284,00;295,00; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;302,00;305,00;296,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;298,00;302,00;279,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;280,00;294,00;226,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;309,00;307,00; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;278,00;290,00;241,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;305,00;301,00; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;261,00;270,00; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;220,00; n.d. ; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;292,00;278,00; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;302,00;306,00;295,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;273,00; n.d. ; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;291,00;293,00; n.d. ;;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;314,00;319,00;298,00;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
3.4.2.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Higiezin mota.  2017ko 4. hiruhilekoa;;;;;;;;;;;
3.4.2.- Duración media de los nuevos créditos hipotecarios (meses). Tipo bien inmueble. 04 trimestre 2017;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;ETXEBIZITZAK VIVIENDAS;LOKALAK LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;;;;
Nazionala/Nacional;ESPAÑA;277,00;282,00;178,00;296,00;234,00;157,00;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;283,00;289,00;175,00;297,00;119,00;149,00;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;282,00;285,00;187,00;310,00;234,00;169,00;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;271,00;270,00;182,00;298,00;199,00;165,00;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;263,00;270,00;172,00;290,00;234,00;144,00;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;257,00;263,00;163,00;287,00;201,00;169,00;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;240,00;242,00;163,00;273,00;169,00;136,00;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;271,00;271,00;166,00;300,00; n.d. ; n.d. ;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;265,00;264,00;203,00;319,00;249,00;149,00;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;276,00;282,00;176,00;303,00;248,00;143,00;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;279,00;283,00;175,00;304,00;203,00;153,00;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;285,00;293,00;167,00;288,00;284,00;178,00;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;275,00;279,00;197,00;294,00;261,00;165,00;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;306,00;314,00;174,00;276,00;314,00;163,00;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;266,00;267,00;162,00;309,00;202,00;156,00;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;271,00;280,00;200,00;296,00;122,00;163,00;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;266,00;269,00;202,00;307,00; n.d. ; n.d. ;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;260,00;262,00;170,00;287,00;250,00;155,00;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;255,00;264,00;163,00;221,00; n.d. ; n.d. ;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;262,00;271,00;181,00;258,00; n.d. ; n.d. ;;;;
Hiriburak/Capitales de TTHH;Bilbao;278,00;288,00;149,00;273,00; n.d. ; n.d. ;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;279,00;281,00; n.d. ; n.d. ; n.d. ; n.d. ;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;289,00;296,00;169,00;332,00; n.d. ;143,00;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;299,00;302,00;196,00;317,00; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;256,00;265,00;163,00;222,00; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;287,00;284,00; n.d. ; n.d. ; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;291,00;302,00; n.d. ; n.d. ; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;294,00;298,00;175,00;319,00;88,00; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;271,00;280,00;172,00;285,00; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Durango;301,00;309,00; n.d. ;289,00; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Eibar;259,00;278,00; n.d. ; n.d. ; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;302,00;305,00; n.d. ; n.d. ; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Igorre;272,00;261,00; n.d. ; n.d. ; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;220,00; n.d. ; n.d. ; n.d. ; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;285,00;292,00; n.d. ; n.d. ; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;298,00;302,00; n.d. ;334,00; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Mungia;241,00; n.d. ; n.d. ; n.d. ; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;290,00;291,00; n.d. ;331,00; n.d. ; n.d. ;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;306,00;314,00; n.d. ;341,00; n.d. ; n.d. ;;;;
;;;;;;;;;;;
;;;;;;;;;;;
3.5.1.- Batez besteko hileroko hipoteka-kuota (€) eta  Soldata kostuarekiko ehunekoa. 2017ko 4. hiruhilekoa;;;;;;;;;;;
3.5.1.- Cuota hipotecaria mensual media (€) y Porcentaje respecto al coste salarial. 04 trimestre 2017;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                           ÁMBITO;Hileko kuota Cuota mensual;Soldata-kostua Coste salarial;% soldataren gaineko kuota % cuota sobre salario;;;;;;;
Nazionala/Nacional;ESPAÑA;554,99;1.897,75;29,24;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;587,38;2.200,90;26,69;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;456,98;1.690,90;27,03;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;458,32;1.794,05;25,55;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;412,03;1.957,16;21,05;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;777,30;1.791,99;43,38;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;492,49;1.600,39;30,77;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;457,49;1.805,19;25,34;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;422,14;1.698,45;24,85;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;399,94;1.691,51;23,64;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;656,27;2.010,87;32,64;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;347,42;1.538,59;22,58;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;445,79;1.670,82;26,68;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;795,33;2.272,18;35,00;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;379,64;1.695,30;22,39;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;475,07;2.024,98;23,46;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;408,87;1.757,75;23,26;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;415,83;1.697,44;24,50;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
3.5.2.- Interes-motak. Zenbatekoa (%). 2017ko 4. hiruhilekoa;;;;;;;;;;;
3.5.2.- Tipos de interés. Importe (%). 04 trimestre 2017;;;;;;;;;;;
;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;INTERESA     INTERES;;;;;;;;;
Nazionala/Nacional;ESPAÑA;2,29;;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;1,93;;;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;2,30;;;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;2,23;;;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;2,24;;;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;2,32;;;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;2,68;;;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1,91;;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;2,13;;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;2,22;;;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2,53;;;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;2,10;;;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;2,35;;;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2,10;;;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;2,50;;;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1,92;;;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;2,09;;;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;2,35;;;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;1,90;;;;;;;;;
Lurraldea/TTHH;GIPUZKOA;1,96;;;;;;;;;
Lurraldea/TTHH;BIZKAIA;1,92;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
