1.0.-Etxebizitzen salerosketa kopurua. 2017ko 2. hiruhilekoa;;;;;;;;;;
1.0.- Número de compraventas de vivienda. 02 trimestre 2017;;;;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;16,01;1,33;74,50;8,16;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;10,23;2,62;72,66;14,49;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;15,68;5,24;67,02;12,06;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;15,61;0,11;81,78;2,50;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;16,15;0,68;79,99;3,18;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;18,60;0,93;72,69;7,78;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;17,99;2,70;69,86;9,45;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;15,95;1,17;78,13;4,75;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;11,67;1,04;77,76;9,53;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;6,24;1,95;73,71;18,10;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;21,39;1,27;73,28;4,06;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;19,42;2,52;73,28;4,78;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;12,67;1,07;77,92;8,34;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;19,35;2,64;70,14;7,87;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;19,05;2,60;68,12;10,23;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;12,76;0,94;77,20;9,10;;;;;
Capitales de TTHH;Vitoria-Gasteiz;9,05;3,97;74,62;12,36;;;;;
Capitales de TTHH;Donostia/San Sebastián;21,86;0,22;76,84;1,08;;;;;
Capitales de TTHH;Bilbao;6,09;0,16;90,38;3,37;;;;;
Resto de TTHH;Resto ARABA/ÁLAVA;11,39;1,27;79,75;7,59;;;;;
Resto de TTHH;Resto GIPUZKOA;24,28;3,52;67,01;5,19;;;;;
Resto de TTHH;Resto BIZKAIA;13,87;6,97;75,60;3,56;;;;;
Áreas funcionales;Álava Central;9,63;3,89;75,00;11,48;;;;;
Áreas funcionales;Balmaseda-Zalla;2,22;0,00;97,78;0,00;;;;;
Áreas funcionales;Beasain-Zumárraga;11,82;0,91;81,82;5,45;;;;;
Áreas funcionales;Bilbao Metropolitano;8,93;5,36;82,79;2,92;;;;;
Áreas funcionales;Donostia-San Sebastián;21,78;2,03;72,92;3,27;;;;;
Áreas funcionales;Durango;32,03;2,61;58,82;6,54;;;;;
Áreas funcionales;Eibar;31,82;1,30;56,49;10,39;;;;;
Áreas funcionales;Gernika-Markina;18,00;2,00;72,00;8,00;;;;;
Áreas funcionales;Igorre;54,17;0,00;45,83;0,00;;;;;
Áreas funcionales;Laguardia;41,67;0,00;58,33;0,00;;;;;
Áreas funcionales;Laudio / Llodio;0,00;0,00;83,33;16,67;;;;;
Áreas funcionales;Arrasate-Bergara;46,54;11,95;36,48;5,03;;;;;
Áreas funcionales;Mungia;21,43;7,14;50,00;21,43;;;;;
Áreas funcionales;Tolosa;4,71;0,00;95,29;0,00;;;;;
Áreas funcionales;Zarautz-Azpeitia;19,16;0,00;78,44;2,40;;;;;
;;;;;;;;;;
3.1.1.- Hipoteka-kreditu berriko banaketa(%).  2017ko 2. hiruhilekoa;;;;;;;;;;
3.1.1.- Distribución del volumen de nuevo crédito hipotecario(%).  02 trimestre 2017;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;;
Nazionala/Nacional;ESPAÑA;91,53;8,47;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;78,51;21,49;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;92,16;7,84;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;89,01;10,99;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;75,05;24,95;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;95,88;4,12;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;92,90;7,10;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;92,04;7,96;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;87,59;12,41;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;86,29;13,71;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;90,81;9,19;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;92,95;7,05;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;96,52;3,48;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;97,31;2,69;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;84,97;15,03;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;59,02;40,98;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;76,59;23,41;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;92,08;7,92;;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;78,20;21,80;;;;;;;
Hiriburak/Capitales de TTHH;Donostia/San Sebastián;87,78;12,22;;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;75,91;24,09;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;74,68;25,32;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;72,72;27,28;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;79,14;20,86;;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;78,60;21,40;;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;100,00;0,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;80,18;19,82;;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;76,31;23,69;;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;81,78;18,22;;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;88,60;11,40;;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;86,02;13,98;;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;82,08;17,92;;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;90,25;9,75;;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;100,00;0,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;72,24;27,76;;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;48,44;51,56;;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;100,00;0,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;86,86;13,14;;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;61,38;38,62;;;;;;;
;;;;;;;;;;
3.1.2.- Hipoteka-kreditu berriko banaketa(%). Higiezin mota. 2017ko 2. hiruhilekoa;;;;;;;;;;
3.1.2.- Distribución del volumen de nuevo crédito hipotecario (%). Tipo bien inmueble. 02 trimestre 2017;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAK VIVIENDAS;LOKALAK    LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;LARREKOAK RUSTICOS;;;
Nazionala/Nacional;ESPAÑA;82,88;5,44;1,13;6,76;3,35;0,44;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;73,97;5,55;1,13;16,84;2,13;0,38;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;82,91;3,86;1,16;9,75;2,04;0,28;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;76,66;3,34;2,10;14,70;3,02;0,18;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;84,91;4,98;0,92;0,53;3,92;4,74;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;90,33;5,11;0,61;2,10;0,77;1,08;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;71,21;8,12;1,20;11,52;6,67;1,28;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;87,82;3,59;1,51;3,34;2,99;0,75;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;80,51;6,27;2,27;7,55;2,80;0,60;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;77,30;3,26;1,04;1,52;15,99;0,89;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;88,59;4,86;1,13;2,71;2,62;0,09;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;75,41;4,73;0,62;7,92;10,90;0,42;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;77,92;5,41;1,16;7,78;5,16;2,57;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;82,58;7,21;0,86;6,35;3,00;0,00;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;83,98;4,93;1,28;3,96;5,05;0,80;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;77,18;4,45;0,65;12,13;5,41;0,18;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;84,18;7,92;0,90;4,57;2,43;0,00;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;88,47;5,25;1,35;1,59;2,86;0,48;;;
Lurraldea/TTHH;ARABA/ÁLAVA;92,81;2,20;0,75;1,29;2,95;0,00;;;
Lurraldea/TTHH;GIPUZKOA;68,91;4,22;1,63;22,65;2,26;0,33;;;
Lurraldea/TTHH;BIZKAIA;75,46;7,26;0,74;14,19;1,88;0,47;;;
;;;;;;;;;;
3.1.3.- Hipoteka-kreditu berriko banaketa (%). Babesaren gradua.  2017ko 2. hiruhilekoa;;;;;;;;;;
3.1.3.- Distribución del volumen de nuevo crédito hipotecario (%). Grado protección. 01 trimestre 20172;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZA LIBREA VIVIENDA LIBRE;ETXEBIZITZA BABESTUA VIVIENDA PROTEGIDA;LIBRE BANKUAK/KUTXAK LIBRE BANCOS/CAJAS;LIBRE BESTEAK LIBRE OTRAS;BABESTUAK BANKUAK/KUTXAK VPO BANCOS/CAJAS;BABESTUAK BESTEAK VPO OTRAS;;;
Nazionala/Nacional;ESPAÑA;91,55;8,45;91,51;8,49;91,74;8,26;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;92,49;7,51;79,15;20,85;82,99;17,01;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;91,33;8,67;91,82;8,18;93,50;6,50;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;88,49;11,51;90,31;9,69;86,00;14,00;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;81,47;18,53;75,95;24,05;66,92;33,08;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;97,56;2,44;94,77;5,23;97,04;2,96;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;91,31;8,69;91,86;8,14;95,90;4,10;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;90,53;9,47;93,81;6,19;100,00;0,00;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;87,74;12,26;89,50;10,50;87,42;12,58;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;92,55;7,45;84,74;15,26;72,59;27,41;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;90,86;9,14;92,24;7,76;96,92;3,08;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;77,77;22,23;92,23;7,77;94,85;5,15;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;94,52;5,48;97,66;2,34;96,25;3,75;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;93,81;6,19;96,25;3,75;97,63;2,37;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;86,39;13,61;87,43;12,57;86,49;13,51;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;88,99;11,01;66,83;33,17;65,27;34,73;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;85,65;14,35;81,01;18,99;79,77;20,23;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;90,02;9,98;91,46;8,54;91,58;8,42;;;
Lurraldea/TTHH;ARABA/ÁLAVA;83,03;16,97;77,67;22,33;80,11;19,89;;;
Lurraldea/TTHH;GIPUZKOA;95,64;4,36;77,49;22,51;74,59;25,41;;;
Lurraldea/TTHH;BIZKAIA;91,81;8,19;80,81;19,19;87,77;12,23;;;
;;;;;;;;;;
3.2.1.- Kontratatutako hipoteka-kredituko batez bestekoa m koadroka (€). 2017ko 2. hiruhilekoa;;;;;;;;;;
3.2.1.- Importe medio de crédito hipotecario contratado por m²(€). 02 trimestre 2017;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS;BESTELAKOAK OTRAS;;;;;;
Nazionala/Nacional;ESPAÑA;1.200,46;1.211,24;1.084,46;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;1.638,89;1.655,60;1.567,33;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;953,57;958,83;883,22;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;990,00;993,31;963,16;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;995,85;1.022,60;942,17;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.407,16;1.410,06;1.247,50;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;1.006,83;999,46;1.121,93;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.101,42;1.104,06;1.060,59;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;878,55;882,64;841,04;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;681,32;680,90;683,20;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.512,92;1.525,38;1.353,69;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;656,34;654,85;679,12;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;992,44;996,45;744,11;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;1.754,48;1.765,26;1.527,99;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;732,81;741,01;667,68;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.058,42;1.050,41;1.076,01;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;815,53;808,43;845,10;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;826,01;827,13;811,17;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;1.234,79;1.242,61;1.207,54;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;2.460,45;2.408,03;2.903,30;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;1.604,00;1.635,06;1.496,10;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;1.175,92;1.182,94;1.150,87;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;1.599,84;1.605,76;1.583,33;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;1.618,52;1.629,09;1.547,33;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;1.222,23;1.234,03;1.181,31;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;1.314,41;1.314,41; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;1.460,66;1.460,87;1.459,75;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;1.614,32;1.632,57;1.528,27;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;2.058,95;2.065,59;2.024,76;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;1.751,05;1.766,04; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;1.538,31;1.550,40;1.482,83;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;1.462,21;1.480,65; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;1.508,60;1.505,98; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;702,68; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;1.504,69;1.534,63; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;1.558,49;1.551,99;1.564,99;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;1.679,68; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;1.304,66;1.304,66; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;1.843,29;1.925,56;1.709,05;;;;;;
;;;;;;;;;;
3.2.3.- Kontratatutako hipoteka-kredituko batez bestekoa transakzioka (€). 2017ko 2. hiruhilekoa;;;;;;;;;;
3.2.3.- Importe medio de crédito hipotecario contratado por transacción (€). 02 trimestre 2017;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;
Nazionala/Nacional;ESPAÑA;115.769,12;117.165,92;102.537,71;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;135.955,11;136.036,15;135.642,86;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;96.426,79;97.000,26;90.313,27;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;99.122,42;101.452,43;82.435,35;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;88.609,04;91.061,15;82.215,79;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;145.832,61;143.308,70;215.369,37;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;76.793,12;75.225,29;101.956,28;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;103.930,02;105.871,86;79.399,38;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;89.744,81;90.083,60;87.028,01;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;84.942,48;86.464,73;77.833,88;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;138.446,73;139.188,26;129.711,22;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;69.438,78;69.700,57;66.226,48;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;91.464,02;91.542,90;88.385,27;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;184.222,58;186.150,94;144.776,75;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;75.514,14;76.654,90;68.504,79;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;104.688,98;105.742,51;102.644,44;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;83.656,39;81.775,75;92.638,90;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;81.996,55;82.853,52;73.806,72;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;113.508,84;113.670,81;112.928,82;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;202.405,04;200.340,37;213.848,21;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;140.638,79;142.314,14;135.099,34;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;120.960,59;120.224,23;123.513,33;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;124.630,56;124.658,92;124.554,31;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;128.717,38;127.344,50;135.914,80;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;115.266,07;115.421,16;114.692,82;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;98.252,71;98.252,72; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;116.026,55;119.499,06;103.178,27;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;133.534,97;133.177,11;134.940,99;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;163.534,80;164.417,27;159.645,65;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;133.420,25;134.095,06; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;103.640,99;100.330,45;118.610,43;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;127.692,98;121.284,63; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;113.578,10;111.331,10; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;75.668,85; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;120.757,42;122.656,59; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;117.521,73;118.738,62;116.263,59;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;132.330,90; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;127.539,40;122.931,26; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;152.942,24;159.539,78;143.945,61;;;;;;
;;;;;;;;;;
3.3.- Interes-tipoak. Erreferentziar indizeak (%). 2017ko 2. hiruhilekoa;;;;;;;;;;
3.3.- Tipos de interés. Índices de referencia (%). 02 trimestre 2017;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Finkoa     Fijo;Aldagarria Variable;Euriborra Euribor;HMEI      IRPH;Bestelakoak Otros;;;;
Nazionala/Nacional;ESPAÑA;38,51;61,49;60,15;0,52;0,82;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;25,41;74,59;74,06;0,43;0,10;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;37,89;62,11;60,72;0,77;0,62;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;27,30;72,70;72,11;0,38;0,21;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;53,27;46,73;46,26;0,20;0,27;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;46,05;53,95;51,31;2,25;0,39;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;41,41;58,59;57,69;0,48;0,42;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;34,14;65,86;64,53; -     ;1,33;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;31,50;68,50;68,08;0,25;0,17;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;30,78;69,22;67,26;1,08;0,88;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;49,05;50,95;50,18;0,31;0,46;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;25,46;74,54;73,17;0,76;0,61;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;42,06;57,94;57,14;0,13;0,67;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;29,16;70,84;68,05;0,07;2,72;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;45,20;54,80;53,20;0,69;0,91;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;26,88;73,12;72,10;0,68;0,34;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;31,99;68,01;67,24;0,77; -     ;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;46,01;53,99;52,79;0,52;0,68;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;16,59;83,41;83,18; -     ;0,23;;;;
Lurraldea/TTHH;GIPUZKOA;26,53;73,47;72,40;1,07; -     ;;;;
Lurraldea/TTHH;BIZKAIA;26,42;73,58;73,39;0,05;0,14;;;;
;;;;;;;;;;
3.4.1.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Finantza-erakunde mota. 2017ko 2. hiruhilekoa;;;;;;;;;;
3.4.1.- Duración media de los nuevos créditos hipotecarios (meses). Tipo entidad. 02 trimestre 2017;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                         ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;
Nazionala/Nacional;ESPAÑA;278,00;279,00;267,00;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;298,00;301,00;288,00;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;284,00;285,00;280,00;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;272,00;276,00;240,00;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;251,00;236,00;289,00;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;265,00;268,00;187,00;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;217,00;215,00;247,00;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;283,00;285,00;254,00;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;270,00;272,00;254,00;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;279,00;279,00;279,00;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;284,00;287,00;251,00;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;283,00;283,00;296,00;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;273,00;275,00;198,00;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;301,00;302,00;283,00;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;273,00;275,00;256,00;;;;;;
