1.0.-Etxebizitza salerosketak. 2022ko 4. hiruhilekoa;;;;;;;;;;;;
1.0.- Número de compraventas de vivienda. 4 trimestre 2022;;;;;;;;;;;;
;;;;;;;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 02;176.266,00;n.d.;n.d.;;;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 03;165.674,00;n.d.;n.d.;;;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 04;180.620,00;n.d.;n.d.;;;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 05;190.380,00;n.d.;n.d.;;;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 06;450.792,00;484.875,00;437.916,00;;;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 07;206.601,00;n.d.;n.d.;;;;;;;;
Hiriburuetako zonak/Zonas de capitales;Bilbao zona 08;206.064,00;n.d.;n.d.;;;;;;;;
Udalerriak >40.000/Municipios >40.000;Irun;224.585,00;n.d.;n.d.;;;;;;;;
Udalerriak >40.000/Municipios >40.000;Errenteria;196.585,00;n.d.;n.d.;;;;;;;;
Udalerriak >40.000/Municipios >40.000;Barakaldo;191.444,00;352.177,00;179.771,00;;;;;;;;
Udalerriak >40.000/Municipios >40.000;Basauri;226.176,00;n.d.;n.d.;;;;;;;;
Udalerriak >40.000/Municipios >40.000;Getxo;426.690,00;574.379,00;388.614,00;;;;;;;;
Udalerriak >40.000/Municipios >40.000;Portugalete;192.268,00;250.065,00;179.057,00;;;;;;;;
Udalerriak >40.000/Municipios >40.000;Santurtzi;180.645,00;252.764,00;167.341,00;;;;;;;;
;;;;;;;;;;;;
1.1.5.- Etxebizitza babestua erosteko batez besteko prezioa (€). 2022ko 4. hiruhilekoa;;;;;;;;;;;;
1.1.5.- Precio medio de compraventa de la vivienda protegida (€). 4 trimestre 2022;;;;;;;;;;;;
;;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                 ÁMBITO;BERRIA     NUEVA (€/m²);BERRIA     NUEVA (€);;;;;;;;;
Nazionala/Nacional;ESPAÑA;1.718,61;151.411,61;;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;2.763,16;191.405,49;;;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;n.d.;n.d.;;;;;;;;;
Lurraldea/TTHH;GIPUZKOA;4.028,29;141.628,45;;;;;;;;;
Lurraldea/TTHH;BIZKAIA;2.635,06;199.138,46;;;;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;n.d.;n.d.;;;;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;n.d.;n.d.;;;;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;3.173,24;249.074,94;;;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;n.d.;n.d.;;;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;4.028,29;141.628,45;;;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;2.428,63;179.984,75;;;;;;;;;
;;;;;;;;;;;;
1.2.- Hiri-lurraren batez besteko prezioa (€/m2). 2022ko 4. hiruhilekoa;;;;;;;;;;;;
1.2.- Precio medio suelo urbano (€/m2). 4 trimestre 2022;;;;;;;;;;;;
;;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Batez bestekoa Valor Medio;;;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;521,16;;;;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;214,03;;;;;;;;;;
Lurraldea/TTHH;GIPUZKOA;690,78;;;;;;;;;;
Lurraldea/TTHH;BIZKAIA;692,75;;;;;;;;;;
;;;;;;;;;;;;
1.3.-Errentagarritasun-adierazleak eta prezio-aldaketa (%). 2022ko 4. hiruhilekoa;;;;;;;;;;;;
1.3.- Indicadores de rentabilidad y variación de precios (%). 4 trimestre 2022;;;;;;;;;;;;
;;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAREN PREZIOA PRECIO VIVIENDA;KPI         IPC;SOLDATEN KOSTUA COSTE SALARIAL;IBEX 35;5 URTETARAKO ZORRA DEUDA 5 AÑOS;10 URTETARAKO ZORRA DEUDA 10 AÑOS;;;;;
Nazionala/Nacional;ESPAÑA;6,65;5,70;1,00;-5,56;2,75;3,20;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;1,21;5,40;0,20;-5,56;2,75;3,20;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;9,45;6,20;1,00;-5,56;2,75;3,20;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;5,41;5,90;1,00;-5,56;2,75;3,20;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1,46;5,80;0,70;-5,56;2,75;3,20;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;12,34;5,50;2,10;-5,56;2,75;3,20;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;12,69;5,80;2,20;-5,56;2,75;3,20;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;5,20;5,30;1,40;-5,56;2,75;3,20;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;6,57;6,50;0,50;-5,56;2,75;3,20;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;1,86;6,80;0,50;-5,56;2,75;3,20;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;6,69;5,20;1,30;-5,56;2,75;3,20;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;9,55;6,50;1,60;-5,56;2,75;3,20;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;4,83;6,40;0,90;-5,56;2,75;3,20;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;9,60;4,90;0,50;-5,56;2,75;3,20;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;6,03;6,30;0,40;-5,56;2,75;3,20;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;4,01;6,40;1,40;-5,56;2,75;3,20;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;6,65;5,80;1,20;-5,56;2,75;3,20;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;6,53;5,50;1,50;-5,56;2,75;3,20;;;;;
;;;;;;;;;;;;
1.4.- Atzerritarren salerosketak. 2022ko 4. hiruhilekoa;;;;;;;;;;;;
1.4.- Compraventas de extranjeros. 4 trimestre 2022;;;;;;;;;;;;
;;;;;;;;;;;;
EREMUA                                                    ÁMBITO;NAZIONALITATEA NACIONALIDAD;GUZTIRA NUMERO TOTAL;Guztiaren% %Total;Atzerritaren% % Extranjeros;;;;;;;;
ESPAÑA;España;122.437,00;0,85;-;;;;;;;;
ESPAÑA;Reino Unido;2.394,00;0,02;0,11;;;;;;;;
ESPAÑA;Alemania;2.025,00;0,01;0,09;;;;;;;;
ESPAÑA;Francia;1.411,00;0,01;0,06;;;;;;;;
ESPAÑA;Rumania;1.115,00;0,01;0,05;;;;;;;;
ESPAÑA;Belgica;1.082,00;0,01;0,05;;;;;;;;
ESPAÑA;Marruecos;1.063,00;0,01;0,05;;;;;;;;
ESPAÑA;Italia;1.060,00;0,01;0,05;;;;;;;;
ESPAÑA;Holanda;1.031,00;0,01;0,05;;;;;;;;
ESPAÑA;Suecia;722,00;0,01;0,03;;;;;;;;
ESPAÑA;Polonia;669,00;0,00;0,03;;;;;;;;
ESPAÑA;China;532,00;0,00;0,02;;;;;;;;
ESPAÑA;Rusia;498,00;0,00;0,02;;;;;;;;
ESPAÑA;Ucrania;449,00;0,00;0,02;;;;;;;;
ESPAÑA;Irlanda;358,00;0,00;0,02;;;;;;;;
ESPAÑA;Estados Unidos;317,00;0,00;0,01;;;;;;;;
ESPAÑA;Argentina;258,00;0,00;0,01;;;;;;;;
ESPAÑA;Noruega;247,00;0,00;0,01;;;;;;;;
ESPAÑA;Bulgaria;246,00;0,00;0,01;;;;;;;;
ESPAÑA;Republica Checa;231,00;0,00;0,01;;;;;;;;
ESPAÑA;Lituania;204,00;0,00;0,01;;;;;;;;
ESPAÑA;Gainerakoa/Resto;5.943,00;0,04;0,27;;;;;;;;
;;;;;;;;;;;;
1.4.- Atzerritarren salerosketak. 2022ko 4. hiruhilekoa;;;;;;;;;;;;
1.4.- Compraventas de extranjeros. 4 trimestre 2022;;;;;;;;;;;;
;;;;;;;;;;;;
EREMUA                                                    ÁMBITO;NAZIONALITATEA NACIONALIDAD;GUZTIRA EAE NUMERO CAE;Guztiaren% %Total;Atzerritaren% % Extranjeros;;;;;;;;
EUSKADI/PAÍS VASCO;España;4.766,00;0,96;-;;;;;;;;
EUSKADI/PAÍS VASCO;Rumania;22,00;0,00;0,12;;;;;;;;
EUSKADI/PAÍS VASCO;China;17,00;0,00;0,09;;;;;;;;
EUSKADI/PAÍS VASCO;Marruecos;13,00;0,00;0,07;;;;;;;;
EUSKADI/PAÍS VASCO;Estados Unidos;11,00;0,00;0,06;;;;;;;;
EUSKADI/PAÍS VASCO;Italia;10,00;0,00;0,06;;;;;;;;
EUSKADI/PAÍS VASCO;Portugal;7,00;0,00;0,04;;;;;;;;
EUSKADI/PAÍS VASCO;Venezuela;5,00;0,00;0,03;;;;;;;;
EUSKADI/PAÍS VASCO;Pakistan;5,00;0,00;0,03;;;;;;;;
EUSKADI/PAÍS VASCO;Ucrania;4,00;0,00;0,02;;;;;;;;
EUSKADI/PAÍS VASCO;Francia;4,00;0,00;0,02;;;;;;;;
EUSKADI/PAÍS VASCO;Colombia;4,00;0,00;0,02;;;;;;;;
EUSKADI/PAÍS VASCO;Bolivia;3,00;0,00;0,02;;;;;;;;
EUSKADI/PAÍS VASCO;Peru;3,00;0,00;0,02;;;;;;;;
EUSKADI/PAÍS VASCO;Nicaragua;2,00;0,00;0,01;;;;;;;;
EUSKADI/PAÍS VASCO;Brasil;2,00;0,00;0,01;;;;;;;;
EUSKADI/PAÍS VASCO;Moldavia;2,00;0,00;0,01;;;;;;;;
EUSKADI/PAÍS VASCO;Reino Unido;2,00;0,00;0,01;;;;;;;;
EUSKADI/PAÍS VASCO;Honduras;2,00;0,00;0,01;;;;;;;;
EUSKADI/PAÍS VASCO;Republica Dominicana;1,00;0,00;0,01;;;;;;;;
EUSKADI/PAÍS VASCO;Suiza;1,00;0,00;0,01;;;;;;;;
EUSKADI/PAÍS VASCO;Georgia;1,00;0,00;0,01;;;;;;;;
EUSKADI/PAÍS VASCO;Holanda;1,00;0,00;0,01;;;;;;;;
EUSKADI/PAÍS VASCO;Rusia;1,00;0,00;0,01;;;;;;;;
EUSKADI/PAÍS VASCO;Cuba;1,00;0,00;0,01;;;;;;;;
EUSKADI/PAÍS VASCO;Belgica;1,00;0,00;0,01;;;;;;;;
EUSKADI/PAÍS VASCO;Nigeria;1,00;0,00;0,01;;;;;;;;
EUSKADI/PAÍS VASCO;Nepal;1,00;0,00;0,01;;;;;;;;
EUSKADI/PAÍS VASCO;Hungria;1,00;0,00;0,01;;;;;;;;
EUSKADI/PAÍS VASCO;India;1,00;0,00;0,01;;;;;;;;
EUSKADI/PAÍS VASCO;Albania;1,00;0,00;0,01;;;;;;;;
EUSKADI/PAÍS VASCO;Paraguay;1,00;0,00;0,01;;;;;;;;
EUSKADI/PAÍS VASCO;Polonia;1,00;0,00;0,01;;;;;;;;
EUSKADI/PAÍS VASCO;Gainerakoa/Resto;49,00;0,01;0,27;;;;;;;;
;;;;;;;;;;;;
1.5.-Etxebizitzen edukiaren batez besteko aldia (egunak/%). 2022ko 4. hiruhilekoa;;;;;;;;;;;;
1.5.- Periodo medio de posesión de las viviendas (días/%). 4 trimestre 2022;;;;;;;;;;;;
;;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;< 2 urte             < 2 años;2 - 5 urte       2 - 5 años;5 - 10 urte       5 - 10 años;>10 urte          >10 años;;;;;;
Nazionala/Nacional;ESPAÑA;6.234,00;8,23;11,01;12,49;68,27;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;8.933,00;5,13;7,03;9,50;78,34;;;;;;
;;;;;;;;;;;;
2.1.-Salerosketa-banaketa (%). 2022ko 4. hiruhilekoa;;;;;;;;;;;;
2.1.- Distribución de compraventas (%). 4 trimestre 2022;;;;;;;;;;;;
;;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;LIBRE BERRIA NUEVA LIBRE;BERRIA BABESTUA NUEVA VPO;LIBRE ERABILIA USADA LIBRE;ERABILIA BABESTUA USADA VPO;;;;;;;
Nazionala/Nacional;ESPAÑA;15,97;1,26;76,90;5,87;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;14,26;4,66;76,13;4,95;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;16,97;1,48;74,69;6,86;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;18,25;1,10;73,60;7,05;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;13,72;3,41;73,77;9,10;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;17,51;0,07;81,03;1,39;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;17,51;0,94;78,52;3,03;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;13,63;0,38;78,79;7,20;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;18,25;1,03;73,93;6,79;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;14,20;0,62;81,35;3,83;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;14,88;0,99;78,20;5,93;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;6,71;2,64;75,26;15,39;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;22,65;0,51;74,18;2,66;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;19,92;1,16;74,68;4,24;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;14,64;1,21;76,97;7,18;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;23,07;5,53;62,65;8,75;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;10,95;0,66;81,98;6,41;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;11,90;0,74;81,04;6,32;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;25,18;0,86;63,52;10,44;;;;;;;
Lurraldea/TTHH;GIPUZKOA;10,41;0,38;85,23;3,98;;;;;;;
Lurraldea/TTHH;BIZKAIA;12,75;8,26;75,35;3,64;;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;28,11;0,92;61,29;9,68;;;;;;;
Hiriburak/Capitales de TTHH;Donostia/San Sebastián;7,59;0,00;88,27;4,14;;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;5,80;7,39;83,38;3,43;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;13,50;0,61;72,39;13,50;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;11,22;0,49;84,35;3,94;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;15,87;8,64;71,76;3,73;;;;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;26,10;0,96;63,74;9,20;;;;;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;3,23;0,00;91,93;4,84;;;;;;;
Eskualde Egitura/Áreas funcionales;Goierri;0,86;0,86;95,69;2,59;;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;10,55;9,96;76,65;2,84;;;;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;9,99;0,00;86,59;3,42;;;;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;26,85;1,85;61,11;10,19;;;;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;21,58;0,00;75,54;2,88;;;;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;34,52;0,00;60,72;4,76;;;;;;;
Eskualde Egitura/Áreas funcionales;Arratia;15,00;0,00;85,00;0,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;33,33;0,00;66,67;0,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Aiara;12,99;0,00;63,63;23,38;;;;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;26,04;3,13;60,41;10,42;;;;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;10,81;0,00;64,87;24,32;;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;0,00;0,00;97,96;2,04;;;;;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;6,02;0,75;87,21;6,02;;;;;;;
;;;;;;;;;;;;
3.1.1.- Hipoteka-kreditu berriko banaketa(%).  2022ko 4. hiruhilekoa;;;;;;;;;;;;
3.1.1.- Distribución del volumen de nuevo crédito hipotecario(%).  4 trimestre 2022;;;;;;;;;;;;
;;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;;;;
Nazionala/Nacional;ESPAÑA;89,31;10,69;;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;82,88;17,12;;;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;89,19;10,81;;;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;90,65;9,35;;;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;73,50;26,50;;;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;94,68;5,32;;;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;83,50;16,50;;;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;97,22;2,78;;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;81,17;18,83;;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;77,26;22,74;;;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;91,80;8,20;;;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;86,43;13,57;;;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;94,78;5,22;;;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;92,62;7,38;;;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;84,45;15,55;;;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;71,45;28,55;;;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;59,54;40,46;;;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;89,72;10,28;;;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;81,98;18,02;;;;;;;;;
Lurraldea/TTHH;GIPUZKOA;74,19;25,81;;;;;;;;;
Lurraldea/TTHH;BIZKAIA;88,56;11,44;;;;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;82,42;17,58;;;;;;;;;
Hiriburak/Capitales de TTHH;Donostia/San Sebastián;75,97;24,03;;;;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;92,11;7,89;;;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;79,88;20,12;;;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;73,35;26,65;;;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;87,11;12,89;;;;;;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;81,32;18,68;;;;;;;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;95,24;4,76;;;;;;;;;
Eskualde Egitura/Áreas funcionales;Goierri;35,89;64,11;;;;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;87,55;12,45;;;;;;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;75,11;24,89;;;;;;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;95,95;4,05;;;;;;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;76,14;23,86;;;;;;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;92,76;7,24;;;;;;;;;
Eskualde Egitura/Áreas funcionales;Arratia;87,87;12,13;;;;;;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;93,43;6,57;;;;;;;;;
Eskualde Egitura/Áreas funcionales;Aiara;86,54;13,46;;;;;;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;94,53;5,47;;;;;;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;94,16;5,84;;;;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;26,96;73,04;;;;;;;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;87,03;12,97;;;;;;;;;
;;;;;;;;;;;;
3.1.2.- Hipoteka-kreditu berriko banaketa(%). Higiezin mota. 2022ko 4. hiruhilekoa;;;;;;;;;;;;
3.1.2.- Distribución del volumen de nuevo crédito hipotecario (%). Tipo bien inmueble. 4 trimestre 2022;;;;;;;;;;;;
;;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAK VIVIENDAS;LOKALAK    LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;LARREKOAK RUSTICOS;;;;;
Nazionala/Nacional;ESPAÑA;89,56;2,71;1,13;3,68;2,42;0,50;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;80,30;2,69;1,27;9,41;5,70;0,63;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;91,19;2,13;1,04;4,26;1,16;0,22;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;87,51;1,86;1,45;4,26;4,84;0,08;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;85,36;3,49;3,25;2,15;0,83;4,92;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;92,08;2,48;0,51;3,85;0,24;0,84;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;81,66;7,11;1,01;3,02;6,05;1,15;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;91,85;1,60;1,55;2,88;0,72;1,40;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;83,80;4,74;1,61;6,94;1,87;1,04;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;86,39;1,55;0,73;4,32;3,38;3,63;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;90,68;4,00;1,20;1,46;2,61;0,05;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;88,05;1,84;0,93;3,53;4,65;1,00;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;90,52;2,49;1,14;0,84;3,03;1,98;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;91,13;1,91;0,79;4,30;1,87;0,00;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;91,20;2,13;1,88;2,55;1,30;0,94;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;84,05;4,20;0,65;4,93;5,03;1,14;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;89,41;2,19;2,17;3,85;2,38;0,00;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;92,30;1,79;1,70;1,16;2,39;0,66;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;80,54;1,97;0,70;14,22;0,38;2,19;;;;;
Lurraldea/TTHH;GIPUZKOA;83,22;3,56;1,75;7,81;3,09;0,57;;;;;
Lurraldea/TTHH;BIZKAIA;78,40;2,32;1,10;9,30;8,58;0,30;;;;;
;;;;;;;;;;;;
3.1.3.- Hipoteka-kreditu berriko banaketa (%). Babesaren gradua.  2022ko 4 hiruhekoa;;;;;;;;;;;;
3.1.3.- Distribución del volumen de nuevo crédito hipotecario (%). Grado protección. 4 trimestre 2022;;;;;;;;;;;;
;;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZA LIBREA VIVIENDA LIBRE;ETXEBIZITZA BABESTUA VIVIENDA PROTEGIDA;LIBRE BANKUAK/KUTXAK LIBRE BANCOS/CAJAS;LIBRE BESTEAK LIBRE OTRAS;BABESTUAK BANKUAK/KUTXAK VPO BANCOS/CAJAS;BABESTUAK BESTEAK VPO OTRAS;;;;;
Nazionala/Nacional;ESPAÑA;92,82;7,18;91,57;8,43;91,64;8,36;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;90,55;9,45;85,43;14,57;91,42;8,58;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;92,09;7,91;89,21;10,79;92,78;7,22;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;93,21;6,79;91,67;8,33;86,85;13,15;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;86,42;13,58;73,78;26,22;70,79;29,21;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;98,68;1,32;94,52;5,48;95,05;4,95;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;95,60;4,40;91,42;8,58;94,47;5,53;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;93,56;6,44;96,99;3,01;98,55;1,45;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;92,26;7,74;87,58;12,42;86,04;13,96;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;94,90;5,10;79,26;20,74;77,21;22,79;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;93,42;6,58;93,79;6,21;94,71;5,29;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;79,38;20,62;85,60;14,40;87,34;12,66;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;97,12;2,88;96,76;3,24;91,94;8,06;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;93,35;6,65;95,59;4,41;97,20;2,80;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;90,36;9,64;85,98;14,02;84,01;15,99;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;84,18;15,82;76,02;23,98;70,94;29,06;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;93,14;6,86;84,25;15,75;85,47;14,53;;;;;
