1.0.-Etxebizitzen salerosketa kopurua. 2016ko 1. hiruhilekoa;;;;;;;;;;
1.0.- Número de compraventas de vivienda. 01 trimestre 2016;;;;;;;;;;
;;;;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;16,52;1,70;74,67;7,11;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;15,98;1,30;69,55;13,17;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;17,11;7,47;62,19;13,23;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;20,41;0,33;77,56;1,70;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;19,87;0,62;76,31;3,20;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;19,50;1,13;70,27;9,10;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;17,78;5,45;67,33;9,44;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;17,29;2,42;75,31;4,98;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;12,92;1,10;76,25;9,73;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;9,68;2,49;71,83;16,00;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;29,08;2,05;64,38;4,49;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;22,13;2,98;70,30;4,59;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;15,63;0,82;74,73;8,82;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;16,73;10,65;62,06;10,56;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;31,60;1,47;57,45;9,48;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;14,00;0,88;76,96;8,16;;;;;
Capitales de TTHH;Vitoria-Gasteiz;8,58;26,90;52,24;12,28;;;;;
Capitales de TTHH;Donostia/San Sebastián;39,29;4,41;54,83;1,47;;;;;
Capitales de TTHH;Bilbao;6,20;1,97;74,37;17,46;;;;;
Resto de TTHH;Resto ARABA/ÁLAVA;15,09;0,00;79,25;5,66;;;;;
Resto de TTHH;Resto GIPUZKOA;13,59;4,77;74,66;6,98;;;;;
Resto de TTHH;Resto BIZKAIA;17,62;12,32;66,17;3,89;;;;;
Áreas funcionales;Álava Central;8,47;25,99;53,68;11,86;;;;;
Áreas funcionales;Balmaseda-Zalla;4,00;0,00;92,00;4,00;;;;;
Áreas funcionales;Beasain-Zumárraga;12,82;2,56;75,65;8,97;;;;;
Áreas funcionales;Bilbao Metropolitano;9,05;9,05;72,30;9,60;;;;;
Áreas funcionales;Donostia-San Sebastián;26,65;5,56;63,27;4,52;;;;;
Áreas funcionales;Durango;51,32;7,24;38,15;3,29;;;;;
Áreas funcionales;Eibar;27,68;0,89;66,07;5,36;;;;;
Áreas funcionales;Gernika-Markina;18,64;6,78;69,50;5,08;;;;;
Áreas funcionales;Igorre;31,58;0,00;52,63;15,79;;;;;
Áreas funcionales;Laguardia;88,89;0,00;11,11;0,00;;;;;
Áreas funcionales;Laudio / Llodio;2,70;0,00;89,19;8,11;;;;;
Áreas funcionales;Arrasate-Bergara;20,90;11,94;47,76;19,40;;;;;
Áreas funcionales;Mungia;36,36;9,09;45,46;9,09;;;;;
Áreas funcionales;Tolosa;6,85;1,37;91,78;0,00;;;;;
Áreas funcionales;Zarautz-Azpeitia;13,68;0,00;85,47;0,85;;;;;
;;;;;;;;;;
;;;;;;;;;;
3.1.1.- Hipoteka-kreditu berriko banaketa(%).  2016ko 1. hiruhilekoa;;;;;;;;;;
3.1.1.- Distribución del volumen de nuevo crédito hipotecario(%).  01 trimestre 2016;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;;
Nazionala/Nacional;ESPAÑA;89,61;10,39;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;80,04;19,96;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;89,43;10,57;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;85,55;14,45;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;82,48;17,52;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;91,05;8,95;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;94,58;5,42;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;96,14;3,86;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;88,39;11,61;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;77,82;22,18;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;90,84;9,16;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;94,60;5,40;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;96,97;3,03;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;95,26;4,74;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;78,04;21,96;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;68,08;31,92;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;85,94;14,06;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;86,77;13,23;;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;79,59;20,41;;;;;;;
Hiriburak/Capitales de TTHH;Donostia/San Sebastián;82,91;17,09;;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;91,00;9,00;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;56,54;43,46;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;67,25;32,75;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;79,70;20,30;;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;79,49;20,51;;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;100,00;0,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;40,86;59,14;;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;85,42;14,58;;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;80,50;19,50;;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;80,78;19,22;;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;83,88;16,12;;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;66,46;33,54;;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;87,82;12,18;;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;100,00;0,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;39,49;60,51;;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;58,54;41,46;;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;100,00;0,00;;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;85,68;14,32;;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;52,08;47,92;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
3.1.2.- Hipoteka-kreditu berriko banaketa(%). Higiezin mota. 2016ko 1. hiruhilekoa;;;;;;;;;;
3.1.2.- Distribución del volumen de nuevo crédito hipotecario (%). Tipo bien inmueble. 01 trimestre 2016;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZAK VIVIENDAS;LOKALAK    LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;LARREKOAK RUSTICOS;;;
Nazionala/Nacional;ESPAÑA;77,72;7,44;1,15;8,50;4,11;1,08;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;63,82;7,69;1,48;22,72;3,46;0,83;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;84,49;5,94;1,22;4,28;2,90;1,17;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;77,58;5,96;1,72;5,91;7,73;1,10;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;64,50;18,23;1,62;2,31;9,80;3,54;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;80,75;10,16;0,74;2,28;1,85;4,22;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;76,50;10,30;1,01;3,82;5,92;2,45;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;78,98;6,85;2,36;7,87;3,76;0,18;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;72,85;8,42;2,14;10,68;4,55;1,36;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;71,37;6,27;0,81;12,24;6,09;3,22;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;79,21;6,06;0,85;7,10;6,37;0,41;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;81,18;5,96;0,92;4,17;6,70;1,07;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;79,81;8,22;1,36;4,37;4,46;1,78;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;78,76;7,10;1,08;10,95;2,11;0,00;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;71,87;16,18;1,16;4,66;3,73;2,40;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;67,38;6,59;0,35;19,40;6,13;0,15;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;82,40;7,53;0,90;4,60;4,57;0,00;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;82,54;7,77;1,10;2,66;3,66;2,27;;;
Lurraldea/TTHH;ARABA/ÁLAVA;64,82;12,16;1,13;19,72;2,17;0,00;;;
Lurraldea/TTHH;GIPUZKOA;66,51;5,97;1,35;18,01;6,12;2,04;;;
Lurraldea/TTHH;BIZKAIA;62,06;7,98;1,62;25,99;2,09;0,26;;;
;;;;;;;;;;
;;;;;;;;;;
3.1.3.- Hipoteka-kreditu berriko banaketa (%). Babesaren gradua.  2016ko 1. hiruhilekoa;;;;;;;;;;
3.1.3.- Distribución del volumen de nuevo crédito hipotecario (%). Grado protección. 01 trimestre 2016;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;ETXEBIZITZA LIBREA VIVIENDA LIBRE;ETXEBIZITZA BABESTUA VIVIENDA PROTEGIDA;LIBRE BANKUAK/KUTXAK LIBRE BANCOS/CAJAS;LIBRE BESTEAK LIBRE OTRAS;BABESTUAK BANKUAK/KUTXAK VPO BANCOS/CAJAS;BABESTUAK BESTEAK VPO OTRAS;;;
Nazionala/Nacional;ESPAÑA;91,00;9,00;90,61;9,39;90,62;9,38;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;89,13;10,87;82,10;17,90;76,65;23,35;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;91,99;8,01;90,76;9,24;91,74;8,26;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;85,21;14,79;86,29;13,71;89,56;10,44;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;81,89;18,11;77,31;22,69;84,93;15,07;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;97,89;2,11;91,89;8,11;96,04;3,96;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;95,14;4,86;95,16;4,84;93,07;6,93;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;90,40;9,60;94,49;5,51;91,90;8,10;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;88,96;11,04;90,56;9,44;87,48;12,52;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;92,38;7,62;81,95;18,05;81,19;18,81;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;91,55;8,45;91,49;8,51;95,19;4,81;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;82,99;17,01;94,97;5,03;96,21;3,79;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;93,98;6,02;98,28;1,72;97,71;2,29;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;90,69;9,31;94,53;5,47;97,31;2,69;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;89,19;10,81;86,12;13,88;87,96;12,04;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;86,34;13,66;67,46;32,54;55,08;44,92;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;87,86;12,14;89,37;10,63;73,44;26,56;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;90,56;9,44;88,99;11,01;88,54;11,46;;;
Lurraldea/TTHH;ARABA/ÁLAVA;82,60;17,40;76,07;23,93;82,42;17,58;;;
Lurraldea/TTHH;GIPUZKOA;93,08;6,92;76,30;23,70;80,42;19,58;;;
Lurraldea/TTHH;BIZKAIA;87,74;12,26;86,95;13,05;73,91;26,09;;;
;;;;;;;;;;
;;;;;;;;;;
3.2.1.- Kontratatutako hipoteka-kredituko batez bestekoa m koadroka (€). 2016ko 1. hiruhilekoa;;;;;;;;;;
3.2.1.- Importe medio de crédito hipotecario contratado por m²(€). 01 trimestre 2016;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS;BESTELAKOAK OTRAS;;;;;;
Nazionala/Nacional;ESPAÑA;1.134,68;1.140,49;1.071,41;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;1.587,73;1.592,57;1.565,95;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;933,89;937,33;888,75;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;1.004,11;1.010,38;946,18;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;1.025,01;1.030,30;1.006,21;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.355,74;1.362,78;1.053,09;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;964,04;964,54;951,78;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;1.107,60;1.105,12;1.144,23;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;831,92;833,59;817,67;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;660,27;657,44;675,00;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.364,87;1.375,46;1.226,71;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;694,61;697,38;641,49;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;987,73;991,71;705,17;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;1.651,79;1.656,35;1.573,22;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;769,12;779,85;683,44;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.057,06;1.044,36;1.082,05;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;814,49;811,89;838,01;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;811,66;813,71;788,27;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;1.235,63;1.254,40;1.161,31;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;2.242,84;2.218,88;2.354,27;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;1.553,87;1.567,23;1.494,99;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;1.187,53;1.155,69;1.268,56;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;1.570,01;1.577,06;1.546,96;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;1.560,65;1.559,80;1.566,29;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;1.238,21;1.260,02;1.154,99;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;1.179,50;1.179,49; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;1.283,85;1.222,75;1.392,48;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;1.568,87;1.572,72;1.548,94;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;1.929,45;1.922,29;1.962,23;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;1.557,36;1.560,12; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;1.510,52;1.520,51;1.456,41;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;1.441,38;1.498,61; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;1.572,00;1.553,29; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;637,00; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;1.199,97;1.143,73; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;1.365,08;1.340,22;1.413,41;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;1.872,32; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;1.270,04;1.321,31; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;1.892,44;1.964,64;1.772,87;;;;;;
;;;;;;;;;;
;;;;;;;;;;
3.2.3.- Kontratatutako hipoteka-kredituko batez bestekoa transakzioka (€). 2016ko 1. hiruhilekoa;;;;;;;;;;
3.2.3.- Importe medio de crédito hipotecario contratado por transacción (€). 01 trimestre 2016;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;
Nazionala/Nacional;ESPAÑA;109.215,44;109.968,08;102.463,94;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;130.075,36;130.810,89;126.930,29;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;90.313,17;89.951,15;94.066,83;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;92.118,93;93.412,55;84.445,57;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;88.737,19;91.108,29;80.958,33;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;139.579,27;133.969,91;268.510,88;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;73.599,38;73.583,16;73.912,46;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;101.278,04;101.523,37;97.421,83;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;90.000,28;90.979,59;81.874,11;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;78.098,73;78.422,87;76.665,41;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;127.374,49;128.959,75;111.961,72;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;76.732,11;77.772,06;60.707,33;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;90.287,94;90.935,43;64.559,37;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;169.494,16;169.369,67;171.789,62;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;78.908,53;79.977,32;72.773,08;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;99.782,41;105.888,99;89.829,69;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;80.844,62;81.402,23;77.164,41;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;83.846,28;83.432,12;87.334,85;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;110.187,11;107.118,50;122.732,33;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;181.050,17;180.730,35;182.803,47;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;134.491,39;135.837,31;128.059,60;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;112.794,42;107.106,30;130.265,06;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;122.074,18;121.385,51;123.827,44;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;125.081,75;126.721,40;115.675,74;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;111.217,41;107.712,93;125.427,37;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;103.231,36;103.231,37; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;96.940,07;92.188,62;107.090,91;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;127.417,17;128.841,94;121.193,40;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;150.479,30;149.855,15;153.543,76;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;137.986,76;138.566,71; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;114.703,80;115.303,72;111.421,88;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;104.555,69;111.170,83;90.307,69;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;134.019,20;132.664,80; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;96.945,35; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;106.022,28;99.498,75; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;111.280,84;106.842,77;119.945,67;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;129.121,53; n.d. ; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;117.660,23;122.297,90; n.d. ;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;145.774,66;164.515,85;131.265,35;;;;;;
;;;;;;;;;;
;;;;;;;;;;
3.3.- Interes-tipoak. Erreferentziar indizeak (%). 2016ko 1. hiruhilekoa;;;;;;;;;;
3.3.- Tipos de interés. Índices de referencia (%). 01 trimestre 2016;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Finkoa     Fijo;Aldagarria Variable;Euriborra Euribor;HMEI      IRPH;Bestelakoak Otros;;;;
Nazionala/Nacional;ESPAÑA;9,83;90,17;88,68;0,88;0,61;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;8,50;91,50;90,11;0,34;1,05;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;9,34;90,66;88,47;1,65;0,54;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;6,28;93,72;93,52;0,10;0,10;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;11,13;88,87;86,96;0,61;1,30;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;16,03;83,97;82,34;0,91;0,72;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;8,17;91,83;90,70;0,58;0,55;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;7,06;92,94;92,09;0,12;0,73;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;5,00;95,00;94,39;0,38;0,23;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;4,23;95,77;94,84;0,74;0,19;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;14,21;85,79;83,66;1,14;0,99;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;4,60;95,40;92,18;2,66;0,56;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;13,47;86,53;85,36;0,42;0,75;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;5,43;94,57;94,20;0,12;0,25;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;17,10;82,90;80,60;1,36;0,94;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;8,46;91,54;90,74;0,10;0,70;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;9,24;90,76;90,76; -     ; -     ;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;12,70;87,30;85,65;1,03;0,62;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;9,98;90,02;83,16; -     ;6,86;;;;
Lurraldea/TTHH;GIPUZKOA;10,93;89,07;87,91;0,94;0,22;;;;
Lurraldea/TTHH;BIZKAIA;6,88;93,12;92,64;0,08;0,40;;;;
;;;;;;;;;;
;;;;;;;;;;
3.4.1.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Finantza-erakunde mota. 2016ko 1. hiruhilekoa;;;;;;;;;;
3.4.1.- Duración media de los nuevos créditos hipotecarios (meses). Tipo entidad. 01 trimestre 2016;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                         ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;
Nazionala/Nacional;ESPAÑA;277,00;280,00;253,00;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;282,00;288,00;254,00;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;275,00;275,00;271,00;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;268,00;272,00;238,00;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;263,00;268,00;247,00;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;260,00;265,00;159,00;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;230,00;230,00;225,00;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;283,00;284,00;269,00;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;279,00;280,00;267,00;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;279,00;279,00;275,00;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;277,00;283,00;221,00;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;290,00;291,00;279,00;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;275,00;277,00;166,00;;;;;;
