1.0.-Etxebizitzen salerosketa kopurua. 2023ko 2. hiruhilekoa;;;;;;;;;;
1.0.- Número de compraventas de vivienda. 02 trimestre 2023;;;;;;;;;;
;;;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;911,00;896,00;980,00;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;782,00;790,00;752,00;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;1.749,00;1.759,00;1.585,00;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;728,00;735,00;694,00;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;1.034,00;1.043,00;714,00;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2.230,00;2.229,00;2.251,00;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;800,00;813,00;719,00;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.397,00;1.309,00;1.586,00;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;922,00;914,00;959,00;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;989,00;1.002,00;883,00;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;1.473,00;1.528,00;1.377,00;;;;;;
Lurraldea/TTHH;GIPUZKOA;2.044,00;2.114,00;1.900,00;;;;;;
Lurraldea/TTHH;BIZKAIA;1.840,00;1.831,00;1.892,00;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;1.569,00;1.641,00;1.444,00;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;2.988,00;2.969,00;3.116,00;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;1.891,00;1.901,00;1.849,00;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;1.082,00;1.062,00;1.115,00;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;1.801,00;1.806,00;1.791,00;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;1.816,00;1.800,00;1.921,00;;;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;1.504,00;1.561,00;1.404,00;;;;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;1.228,00;1.246,00;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Goierri;1.470,00;1.245,00;1.625,00;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;1.890,00;1.881,00;1.938,00;;;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;2.363,00;2.363,00;2.361,00;;;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;1.693,00;1.708,00;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;1.386,00;1.358,00;1.489,00;;;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;1.704,00;1.680,00;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Arratia;1.253,00;1.294,00;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;667,00;n.d.;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Aiara;1.216,00;1.270,00;1.137,00;;;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;1.784,00;1.852,00;1.640,00;;;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;1.709,00;1.689,00;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;1.588,00;1.307,00;1.686,00;;;;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;1.944,00;2.003,00;1.894,00;;;;;;
;;;;;;;;;;
;;;;;;;;;;
3.2.3.- Kontratatutako hipoteka-kredituko batez bestekoa transakzioka (€). 2023ko 2. hiruhilekoa;;;;;;;;;;
3.2.3.- Importe medio de crédito hipotecario contratado por transacción (€). 02 trimestre 2023;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;
Nazionala/Nacional;ESPAÑA;141.059,00;143.944,00;120.527,00;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;157.963,00;160.680,00;150.683,00;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;119.346,00;121.403,00;102.956,00;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;109.689,00;111.177,00;103.177,00;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;113.413,00;119.504,00;98.946,00;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;228.749,00;230.689,00;197.578,00;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;115.600,00;117.790,00;100.309,00;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;111.592,00;112.001,00;107.857,00;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;105.728,00;104.667,00;110.075,00;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;100.083,00;100.563,00;98.468,00;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;156.132,00;156.522,00;150.967,00;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;83.647,00;85.520,00;75.901,00;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;116.329,00;118.220,00;74.678,00;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;222.418,00;223.454,00;207.616,00;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;88.451,00;91.311,00;70.184,00;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;132.605,00;126.129,00;144.960,00;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;90.426,00;87.971,00;99.451,00;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;108.785,00;111.271,00;89.860,00;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;146.135,00;154.012,00;133.594,00;;;;;;
Lurraldea/TTHH;GIPUZKOA;170.388,00;179.704,00;152.207,00;;;;;;
Lurraldea/TTHH;BIZKAIA;152.925,00;151.777,00;157.554,00;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;150.802,00;161.395,00;134.404,00;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;231.741,00;233.072,00;225.060,00;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;154.774,00;158.034,00;143.351,00;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;123.554,00;120.444,00;129.242,00;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;153.616,00;159.891,00;143.636,00;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;152.179,00;149.353,00;164.279,00;;;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;147.657,00;155.941,00;134.419,00;;;;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;115.751,00;123.313,00;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Goierri;132.586,00;101.874,00;144.199,00;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;155.045,00;153.594,00;160.263,00;;;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;189.167,00;195.453,00;167.954,00;;;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;135.943,00;136.528,00;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;120.585,00;121.593,00;116.673,00;;;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;155.527,00;163.274,00;111.776,00;;;;;;
Eskualde Egitura/Áreas funcionales;Arratia;127.623,00;133.241,00;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;196.908,00;n.d.;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Aiara;123.945,00;137.127,00;101.743,00;;;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;135.023,00;124.149,00;154.828,00;;;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;203.521,00;184.950,00;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;137.041,00;121.082,00;142.614,00;;;;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;177.398,00;190.669,00;147.971,00;;;;;;
;;;;;;;;;;
;;;;;;;;;;
3.3.- Interes-tipoak. Erreferentziar indizeak (%). 2023ko 2. hiruhilekoa;;;;;;;;;;
3.3.- Tipos de interés. Índices de referencia (%). 02 trimestre 2023;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Finkoa     Fijo;Aldagarria Variable;Euriborra Euribor;HMEI      IRPH;Bestelakoak Otros;;;;
Nazionala/Nacional;ESPAÑA;63,00;37,00;37,00;0,00;0,00;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;50,00;50,00;49,00;0,00;0,00;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;60,00;40,00;40,00;0,00;0,00;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;65,00;35,00;34,00;0,00;0,00;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;54,00;46,00;46,00;0,00;0,00;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;59,00;41,00;41,00;0,00;0,00;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;65,00;35,00;34,00;0,00;0,00;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;56,00;44,00;42,00;0,00;1,00;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;65,00;35,00;35,00;0,00;0,00;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;51,00;49,00;48,00;0,00;0,00;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;72,00;28,00;27,00;0,00;0,00;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;66,00;34,00;33,00;0,00;1,00;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;73,00;27,00;26,00;0,00;0,00;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;62,00;38,00;37,00;0,00;1,00;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;74,00;26,00;25,00;0,00;0,00;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;54,00;46,00;44,00;0,00;2,00;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;61,00;39,00;39,00;0,00;0,00;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;60,00;40,00;39,00;0,00;0,00;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;44,00;56,00;56,00;0,00;0,00;;;;
Lurraldea/TTHH;GIPUZKOA;44,00;56,00;56,00;0,00;0,00;;;;
Lurraldea/TTHH;BIZKAIA;56,00;44,00;44,00;0,00;0,00;;;;
;;;;;;;;;;
;;;;;;;;;;
3.4.1.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Finantza-erakunde mota. 2023ko 2. hiruhilekoa;;;;;;;;;;
3.4.1.- Duración media de los nuevos créditos hipotecarios (meses). Tipo entidad. 02 trimestre 2023;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                         ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;
Nazionala/Nacional;ESPAÑA;295,00;298,00;280,00;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;291,00;299,00;271,00;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;294,00;296,00;279,00;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;292,00;293,00;288,00;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;300,00;296,00;310,00;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;283,00;286,00;224,00;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;277,00;284,00;226,00;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;292,00;295,00;269,00;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;291,00;293,00;285,00;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;296,00;295,00;302,00;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;303,00;305,00;269,00;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;304,00;296,00;337,00;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;293,00;296,00;219,00;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;305,00;307,00;273,00;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;297,00;297,00;295,00;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;282,00;279,00;286,00;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;279,00;277,00;284,00;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;288,00;289,00;281,00;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;288,00;281,00;300,00;;;;;;
Lurraldea/TTHH;GIPUZKOA;292,00;301,00;276,00;;;;;;
Lurraldea/TTHH;BIZKAIA;292,00;302,00;251,00;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;288,00;280,00;300,00;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;271,00;277,00;240,00;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;307,00;309,00;301,00;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;289,00;285,00;298,00;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;298,00;309,00;281,00;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;285,00;299,00;227,00;;;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;289,00;281,00;301,00;;;;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;289,00;281,00;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Goierri;269,00;288,00;261,00;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;291,00;304,00;247,00;;;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;284,00;295,00;246,00;;;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;306,00;305,00;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;291,00;289,00;298,00;;;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;313,00;323,00;255,00;;;;;;
Eskualde Egitura/Áreas funcionales;Arratia;178,00;160,00;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;204,00;n.d.;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Aiara;294,00;291,00;300,00;;;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;311,00;300,00;331,00;;;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;302,00;295,00;n.d.;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;292,00;280,00;296,00;;;;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;321,00;325,00;313,00;;;;;;
;;;;;;;;;;
;;;;;;;;;;
3.4.2.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Higiezin mota.  2023ko 2. hiruhilekoa;;;;;;;;;;
3.4.2.- Duración media de los nuevos créditos hipotecarios (meses). Tipo bien inmueble. 02 trimestre 2023;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;ETXEBIZITZAK VIVIENDAS;LOKALAK LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;;;
Nazionala/Nacional;ESPAÑA;292,00;296,00;184,00;303,00;250,00;161,00;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;285,00;291,00;171,00;300,00;178,00;147,00;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;287,00;294,00;193,00;269,00;269,00;174,00;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;290,00;292,00;208,00;297,00;217,00;183,00;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;304,00;300,00;216,00;332,00;n.d.;n.d.;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;270,00;283,00;167,00;242,00;239,00;162,00;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;270,00;277,00;163,00;271,00;240,00;175,00;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;296,00;292,00;177,00;331,00;n.d.;n.d.;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;290,00;291,00;248,00;299,00;258,00;171,00;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;296,00;296,00;187,00;321,00;286,00;163,00;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;301,00;303,00;179,00;325,00;227,00;152,00;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;300,00;305,00;211,00;298,00;315,00;138,00;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;288,00;293,00;171,00;302,00;186,00;146,00;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;302,00;305,00;178,00;320,00;283,00;118,00;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;292,00;297,00;169,00;303,00;225,00;159,00;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;279,00;283,00;173,00;312,00;212,00;156,00;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;279,00;280,00;154,00;309,00;n.d.;n.d.;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;292,00;288,00;181,00;332,00;254,00;160,00;;;
Lurraldea/TTHH;ARABA/ÁLAVA;283,00;288,00;160,00;322,00;n.d.;n.d.;;;
Lurraldea/TTHH;GIPUZKOA;287,00;292,00;194,00;328,00;111,00;146,00;;;
Lurraldea/TTHH;BIZKAIA;285,00;292,00;153,00;283,00;194,00;149,00;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;283,00;288,00;148,00;326,00;n.d.;n.d.;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;266,00;271,00;173,00;347,00;n.d.;n.d.;;;
Hiriburak/Capitales de TTHH;Bilbao;301,00;307,00;146,00;336,00;n.d.;n.d.;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;281,00;289,00;n.d.;n.d.;n.d.;n.d.;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;293,00;298,00;204,00;323,00;116,00;152,00;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;279,00;285,00;156,00;273,00;210,00;160,00;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;284,00;289,00;163,00;326,00;n.d.;n.d.;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;289,00;289,00;n.d.;n.d.;n.d.;n.d.;;;
Eskualde Egitura/Áreas funcionales;Goierri;269,00;269,00;n.d.;298,00;n.d.;n.d.;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;286,00;291,00;145,00;319,00;165,00;n.d.;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;277,00;284,00;182,00;338,00;n.d.;n.d.;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;303,00;306,00;n.d.;324,00;n.d.;n.d.;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;287,00;291,00;n.d.;n.d.;n.d.;n.d.;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;316,00;313,00;n.d.;336,00;n.d.;n.d.;;;
Eskualde Egitura/Áreas funcionales;Arratia;125,00;178,00;n.d.;70,00;n.d.;n.d.;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;192,00;n.d.;n.d.;n.d.;n.d.;n.d.;;;
Eskualde Egitura/Áreas funcionales;Aiara;288,00;294,00;n.d.;n.d.;n.d.;n.d.;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;306,00;311,00;n.d.;327,00;n.d.;n.d.;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;300,00;302,00;n.d.;n.d.;n.d.;n.d.;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;276,00;292,00;n.d.;n.d.;n.d.;n.d.;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;318,00;321,00;n.d.;336,00;n.d.;n.d.;;;
;;;;;;;;;;
;;;;;;;;;;
3.5.1.- Batez besteko hileroko hipoteka-kuota (€) eta  Soldata kostuarekiko ehunekoa. 2023ko 2. hiruhilekoa;;;;;;;;;;
3.5.1.- Cuota hipotecaria mensual media (€) y Porcentaje respecto al coste salarial. 02 trimestre 2023;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                           ÁMBITO;Hileko kuota Cuota mensual;Soldata-kostua Coste salarial;% soldataren gaineko kuota % cuota sobre salario;;;;;;
Nazionala/Nacional;ESPAÑA;704,00;2.145,00;33,00;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;736,00;2.450,00;30,00;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;603,00;1.880,00;32,00;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;541,00;2.039,00;27,00;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;560,00;2.088,00;27,00;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.185,00;2.036,00;58,00;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;618,00;1.786,00;35,00;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;555,00;1.984,00;28,00;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;523,00;1.925,00;27,00;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;504,00;1.899,00;27,00;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;779,00;2.320,00;34,00;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;402,00;1.716,00;23,00;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;582,00;1.910,00;31,00;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;1.061,00;2.580,00;41,00;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;454,00;1.872,00;24,00;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;668,00;2.290,00;29,00;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;466,00;1.919,00;24,00;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;561,00;1.924,00;29,00;;;;;;
;;;;;;;;;;
;;;;;;;;;;
3.5.2.- Interes-motak. Zenbatekoa (%). 2023ko 2. hiruhilekoa;;;;;;;;;;
3.5.2.- Tipos de interés. Importe (%). 02 trimestre 2023;;;;;;;;;;
;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;INTERESA     INTERES;;;;;;;;
Nazionala/Nacional;ESPAÑA;3,00;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;3,00;;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;3,00;;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;3,00;;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;3,00;;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;3,00;;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;4,00;;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;3,00;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;3,00;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;3,00;;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;4,00;;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;3,00;;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;3,00;;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;3,00;;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;4,00;;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;3,00;;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;3,00;;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;4,00;;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;3,00;;;;;;;;
Lurraldea/TTHH;GIPUZKOA;3,00;;;;;;;;
Lurraldea/TTHH;BIZKAIA;3,00;;;;;;;;
;;;;;;;;;;
Iturria: Erregistratzaileetako eta Euskadiaren Jabetza-Erregistroetako Elkargoa.;;;;;;;;;;
Fuente:  Colegio de Registradores y Registros de la Propiedad del País Vasco.;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
