1.0.-Etxebizitzen salerosketa kopurua. 2022ko 2. hiruhilekoa;;;;;;;;;
1.0.- Número de compraventas de vivienda. 02 trimestre 2022;;;;;;;;;
;;;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1.289,04;1.218,36;1.448,24;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;924,64;930,03;882,61;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;1.006,07;1.014,59;929,46;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;1.496,00;1.484,79;1.533,44;;;;;
Lurraldea/TTHH;GIPUZKOA;2.120,56;2.183,71;1.956,78;;;;;
Lurraldea/TTHH;BIZKAIA;1.873,54;1.878,20;1.830,29;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;1.539,20;1.535,00;1.551,85;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;2.938,06;2.838,29;3.493,08;;;;;
Hiriburak/Capitales de TTHH;Bilbao;2.016,53;2.042,48;1.859,33;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;1.355,83;1.337,88;1.444,74;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;1.838,82;1.901,82;1.705,95;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;1.817,61;1.818,26;1.810,15;;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;1.526,25;1.526,08;1.526,79;;;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;1.373,59;1.373,59; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Goierri;1.475,36;1.300,43;1.563,70;;;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;1.926,55;1.937,14;1.842,42;;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;2.453,20;2.422,09;2.617,99;;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;1.646,14;1.655,53; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;1.655,20;1.686,57;1.247,31;;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;1.685,14;1.678,09; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Arratia;1.366,28;1.330,04; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;994,77;994,77; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Aiara;1.359,90;1.305,87;1.587,57;;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;1.596,54;1.631,48;1.484,71;;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;1.872,35;1.872,34; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;1.604,54;1.549,51;1.637,16;;;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;2.220,99;2.361,01;1.996,95;;;;;
;;;;;;;;;
;;;;;;;;;
3.2.3.- Kontratatutako hipoteka-kredituko batez bestekoa transakzioka (€). 2022ko 2. hiruhilekoa;;;;;;;;;
3.2.3.- Importe medio de crédito hipotecario contratado por transacción (€). 02 trimestre 2022;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;
Nazionala/Nacional;ESPAÑA;144.087,86;146.275,58;124.172,77;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;160.677,33;162.276,46;153.722,90;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;122.191,73;123.615,22;108.975,02;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;119.011,95;120.758,53;104.242,73;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;104.958,71;112.088,55;89.637,97;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;222.938,93;223.555,54;207.964,24;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;118.032,75;116.692,75;136.022,50;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;117.740,42;116.719,14;142.381,51;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;104.680,28;104.026,64;109.365,91;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;99.570,03;100.695,57;94.772,06;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;167.411,53;168.648,74;147.783,79;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;89.198,19;90.668,31;77.064,36;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;111.778,93;112.267,27;97.709,68;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;216.849,33;217.162,53;211.390,73;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;91.014,88;92.489,09;84.314,66;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;134.880,44;130.771,06;142.814,80;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;103.424,47;102.309,96;112.908,97;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;105.460,37;106.545,41;96.203,87;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;149.556,55;152.851,92;139.634,46;;;;;
Lurraldea/TTHH;GIPUZKOA;171.040,26;173.069,02;166.492,42;;;;;
Lurraldea/TTHH;BIZKAIA;157.035,86;159.119,54;137.745,90;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;151.438,65;154.621,37;142.645,36;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;250.193,68;235.769,49;307.555,00;;;;;
Hiriburak/Capitales de TTHH;Bilbao;174.891,78;181.513,76;138.552,99;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;142.040,97;146.496,60;122.238,14;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;147.233,04;150.208,08;141.479,26;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;150.781,10;151.925,66;137.184,65;;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;149.927,48;152.605,47;142.185,68;;;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;131.328,61;131.328,61; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Goierri;124.470,49;109.174,20;132.670,57;;;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;159.141,68;161.960,74;137.126,17;;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;194.125,64;189.363,89;211.731,60;;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;163.969,86;164.704,17; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;129.766,09;131.597,92;112.455,33;;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;145.764,15;151.316,92;110.966,81;;;;;
Eskualde Egitura/Áreas funcionales;Arratia;130.039,70;125.465,34; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;237.940,20;237.940,20; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Aiara;130.476,05;133.845,79;116.248,23;;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;126.139,60;127.166,88;122.164,48;;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;151.599,72;147.880,32; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;134.312,14;114.903,65;143.292,18;;;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;158.593,53;172.998,94;141.646,00;;;;;
;;;;;;;;;
;;;;;;;;;
3.3.- Interes-tipoak. Erreferentziar indizeak (%). 2022ko 2. hiruhilekoa;;;;;;;;;
3.3.- Tipos de interés. Índices de referencia (%). 02 trimestre 2022;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Finkoa     Fijo;Aldagarria Variable;Euriborra Euribor;HMEI      IRPH;Bestelakoak Otros;;;
Nazionala/Nacional;ESPAÑA;67,58;32,42;31,34;0,24;0,84;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;51,21;48,79;48,62;0,02;0,15;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;72,74;27,26;26,82;0,13;0,31;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;66,48;33,52;33,37;0,11;0,04;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;81,09;18,91;18,52;0,28;0,11;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;69,23;30,77;28,99;0,13;1,65;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;72,34;27,66;26,08;0,07;1,51;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;81,47;18,53;18,13;0,10;0,30;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;60,44;39,56;36,46;0,09;3,01;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;61,94;38,06;37,59;0,10;0,37;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;74,38;25,62;25,14;0,15;0,33;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;65,79;34,21;32,95;0,35;0,91;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;71,20;28,80;25,67;3,01;0,12;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;54,85;45,15;42,62;0,03;2,50;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;82,42;17,58;17,04;0,47;0,07;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;79,26;20,74;18,90; -   ;1,84;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;46,03;53,97;53,97; -   ; -   ;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;68,61;31,39;30,78;0,15;0,46;;;
Lurraldea/TTHH;ARABA/ÁLAVA;43,46;56,54;55,77; -   ;0,77;;;
Lurraldea/TTHH;GIPUZKOA;45,28;54,72;54,66;0,06; -   ;;;
Lurraldea/TTHH;BIZKAIA;58,28;41,72;41,62; -   ;0,10;;;
;;;;;;;;;
;;;;;;;;;
3.4.1.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Finantza-erakunde mota. 2022ko 2. hiruhilekoa;;;;;;;;;
3.4.1.- Duración media de los nuevos créditos hipotecarios (meses). Tipo entidad. 02 trimestre 2022;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                         ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;
Nazionala/Nacional;ESPAÑA;291,00;292,00;282,00;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;293,00;302,00;254,00;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;298,00;297,00;299,00;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;286,00;288,00;274,00;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;279,00;277,00;284,00;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;276,00;278,00;247,00;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;286,00;287,00;275,00;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;291,00;290,00;293,00;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;281,00;280,00;288,00;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;278,00;276,00;288,00;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;301,00;303,00;275,00;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;305,00;305,00;310,00;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;288,00;288,00;272,00;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;296,00;298,00;272,00;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;287,00;285,00;298,00;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;284,00;282,00;289,00;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;196,00;193,00;227,00;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;277,00;277,00;282,00;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;294,00;302,00;269,00;;;;;
Lurraldea/TTHH;GIPUZKOA;276,00;296,00;232,00;;;;;
Lurraldea/TTHH;BIZKAIA;303,00;305,00;289,00;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;292,00;303,00;263,00;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;294,00;302,00;262,00;;;;;
Hiriburak/Capitales de TTHH;Bilbao;293,00;295,00;287,00;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;299,00;298,00;306,00;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;271,00;294,00;226,00;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;307,00;308,00;290,00;;;;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;293,00;303,00;265,00;;;;;
Eskualde Egitura/Áreas funcionales;Enkarterri;307,00;308,00; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Goierri;291,00;277,00;298,00;;;;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;303,00;305,00;288,00;;;;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;280,00;297,00;216,00;;;;;
Eskualde Egitura/Áreas funcionales;Durangaldea;316,00;316,00; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Debabarrena;252,00;255,00;218,00;;;;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;299,00;302,00;284,00;;;;;
Eskualde Egitura/Áreas funcionales;Arratia;285,00;280,00; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;275,00;275,00; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Aiara;301,00;298,00;311,00;;;;;
Eskualde Egitura/Áreas funcionales;Debagoiena;286,00;284,00;295,00;;;;;
Eskualde Egitura/Áreas funcionales;Mungialdea;363,00;364,00; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;299,00;306,00;297,00;;;;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;241,00;302,00;170,00;;;;;
;;;;;;;;;
;;;;;;;;;
3.4.2.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Higiezin mota.  2022ko 2. hiruhilekoa;;;;;;;;;
3.4.2.- Duración media de los nuevos créditos hipotecarios (meses). Tipo bien inmueble. 02 trimestre 2022;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;ETXEBIZITZAK VIVIENDAS;LOKALAK LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;;
Nazionala/Nacional;ESPAÑA;288,00;291,00;188,00;299,00;261,00;164,00;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;286,00;293,00;180,00;292,00;150,00;156,00;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;296,00;298,00;202,00;313,00;279,00;173,00;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;288,00;286,00;210,00;308,00;282,00;189,00;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;281,00;279,00;212,00;309,00;267,00;146,00;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;279,00;276,00;193,00;324,00;273,00; n.d. ;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;282,00;286,00;163,00;309,00;255,00;121,00;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;289,00;291,00;153,00;303,00; n.d. ; n.d. ;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;284,00;281,00;204,00;310,00;288,00;165,00;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;278,00;278,00;170,00;299,00;277,00;154,00;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;298,00;302,00;177,00;306,00;234,00;149,00;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;302,00;305,00;209,00;312,00;314,00;175,00;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;288,00;288,00;201,00;303,00;262,00;158,00;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;295,00;296,00;187,00;301,00;239,00;159,00;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;285,00;287,00;183,00;300,00;271,00;156,00;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;282,00;286,00;205,00;318,00;138,00;179,00;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;160,00;196,00;203,00;92,00; n.d. ; n.d. ;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;279,00;277,00;172,00;312,00;263,00;176,00;;
Lurraldea/TTHH;ARABA/ÁLAVA;290,00;294,00;175,00;310,00; n.d. ; n.d. ;;
Lurraldea/TTHH;GIPUZKOA;266,00;276,00;183,00;251,00;151,00;169,00;;
Lurraldea/TTHH;BIZKAIA;298,00;303,00;178,00;324,00;127,00;148,00;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;289,00;292,00;169,00;312,00; n.d. ; n.d. ;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;279,00;294,00;154,00;259,00; n.d. ; n.d. ;;
Hiriburak/Capitales de TTHH;Bilbao;288,00;293,00;154,00;329,00; n.d. ; n.d. ;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;295,00;299,00; n.d. ; n.d. ; n.d. ; n.d. ;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;263,00;271,00;197,00;250,00;169,00;169,00;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;301,00;307,00;195,00;323,00;130,00;148,00;;
Eskualde Egitura/Áreas funcionales;Araba Erdialdea;289,00;293,00;161,00;308,00; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Enkarterri;291,00;307,00; n.d. ;268,00; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Goierri;285,00;291,00;209,00;309,00; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Bilbo Metropolitarra;298,00;303,00;172,00;327,00;121,00;139,00;;
Eskualde Egitura/Áreas funcionales;Donostialdea-Bidasoa Behera;263,00;280,00;167,00;222,00;96,00; n.d. ;;
Eskualde Egitura/Áreas funcionales;Durangaldea;306,00;316,00; n.d. ;341,00; n.d. ;170,00;;
Eskualde Egitura/Áreas funcionales;Debabarrena;255,00;252,00; n.d. ;306,00; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Busturialdea-Artibai;293,00;299,00; n.d. ;306,00; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Arratia;285,00;285,00; n.d. ; n.d. ; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Arabako Errioxa;275,00;275,00; n.d. ; n.d. ; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Aiara;296,00;301,00; n.d. ; n.d. ; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Debagoiena;284,00;286,00; n.d. ;289,00; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Mungialdea;353,00;363,00; n.d. ; n.d. ; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Tolosaldea;286,00;299,00;205,00; n.d. ; n.d. ; n.d. ;;
Eskualde Egitura/Áreas funcionales;Urola Kostaldea;246,00;241,00;181,00;327,00; n.d. ; n.d. ;;
;;;;;;;;;
;;;;;;;;;
3.5.1.- Batez besteko hileroko hipoteka-kuota (€) eta  Soldata kostuarekiko ehunekoa. 2022ko 2. hiruhilekoa;;;;;;;;;
3.5.1.- Cuota hipotecaria mensual media (€) y Porcentaje respecto al coste salarial. 02 trimestre 2022;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                           ÁMBITO;Hileko kuota Cuota mensual;Soldata-kostua Coste salarial;% soldataren gaineko kuota % cuota sobre salario;;;;;
Nazionala/Nacional;ESPAÑA;635,83;2.047,29;31,06;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;675,79;2.371,32;28,50;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;532,56;1.793,82;29,69;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;537,42;1.955,41;27,48;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;481,42;2.056,11;23,41;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;1.018,08;1.877,10;54,24;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;535,32;1.639,27;32,66;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;513,81;1.869,36;27,49;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;470,90;1.843,57;25,54;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;460,40;1.802,24;25,55;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;722,53;2.199,14;32,86;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;392,29;1.629,83;24,07;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;497,72;1.841,67;27,03;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;931,87;2.481,46;37,55;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;407,68;1.823,57;22,36;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;586,82;2.170,31;27,04;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;629,11;1.818,66;34,59;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;486,91;1.827,62;26,64;;;;;
;;;;;;;;;
;;;;;;;;;
3.5.2.- Interes-motak. Zenbatekoa (%). 2022ko 2. hiruhilekoa;;;;;;;;;
3.5.2.- Tipos de interés. Importe (%). 02 trimestre 2022;;;;;;;;;
;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;INTERESA     INTERES;;;;;;;
Nazionala/Nacional;ESPAÑA;2,15;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;1,77;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;2,20;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;2,24;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;2,21;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;2,09;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;2,28;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;2,05;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;2,08;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;2,26;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2,18;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;2,43;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;2,16;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;2,03;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;2,19;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;1,85;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;2,21;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;2,22;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;1,76;;;;;;;
Lurraldea/TTHH;GIPUZKOA;1,86;;;;;;;
Lurraldea/TTHH;BIZKAIA;1,69;;;;;;;
;;;;;;;;;
;;;;;;;;;
Iturria: Erregistratzaileetako eta Euskadiaren Jabetza-Erregistroetako Elkargoa.;;;;;;;;;
Fuente:  Colegio de Registradores y Registros de la Propiedad del País Vasco.;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
