1.0.-Etxebizitza salerosketak. 2021ko 1. hiruhilekoa;;;;;;;;;;;;
1.0.- Número de compraventas de vivienda. 1 trimestre 2021;;;;;;;;;;;;
;;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;OROKORRA GENERAL;BERRIA NUEVA;ERABILIA USADA;;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;89.036,77;87.517,52;94.311,94;;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;100.609,97;102.012,86;88.840,67;;;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;145.689,59;148.604,29;136.628,64;;;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;223.120,25;219.999,97;229.969,64;;;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;156.335,76;162.473,00;131.073,19;;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;140.807,42;143.112,34;131.510,91;;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;141.695,02;141.244,41;142.963,04;;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;146.598,52;147.794,72;138.623,89;;;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;145.518,08;148.569,22;135.576,64;;;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;114.779,59;114.779,59; n.d. ;;;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;135.466,13;129.524,51;142.920,16;;;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;154.418,44;157.599,51;137.951,70;;;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;177.665,60;172.460,40;194.275,81;;;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;123.149,85;124.592,05; n.d. ;;;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;117.014,61;115.679,95;123.636,61;;;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;123.106,67;125.418,50;116.078,71;;;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;151.038,18;151.038,18; n.d. ;;;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;93.984,70; n.d. ; n.d. ;;;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;129.015,55;126.910,18;136.941,63;;;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;114.657,54;113.387,10;119.675,76;;;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;177.325,81;178.574,90; n.d. ;;;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;145.409,34;156.288,43;125.543,18;;;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;172.837,96;184.332,99;152.913,24;;;;;;;;
;;;;;;;;;;;;
Iturria: Erregistratzaileetako eta Euskadiaren Jabetza-Erregistroetako Elkargoa.;;;;;;;;;;;;
Fuente:  Colegio de Registradores y Registros de la Propiedad del País Vasco.;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
3.3.- Interes-tipoak. Erreferentziaren indizeak (%). 2021ko 1. hiruhilekoa;;;;;;;;;;;;
3.3.- Tipos de interés. Índices de referencia (%). 1 trimestre 2021;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;Finkoa     Fijo;Aldagarria Variable;Euriborra Euribor;HMEI      IRPH;Bestelakoak Otros;;;;;;
Nazionala/Nacional;ESPAÑA;56,66;43,34;42,48;0,24;0,62;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;48,72;51,28;50,98;0,03;0,27;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;54,34;45,66;44,96;0,47;0,23;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;70,23;29,77;29,51; -     ;0,26;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;60,59;39,41;39,29; -     ;0,12;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;56,27;43,73;42,76;0,15;0,82;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;60,17;39,83;38,74;0,11;0,98;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;67,49;32,51;32,42; -     ;0,09;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;53,04;46,96;46,12;0,17;0,67;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;53,06;46,94;45,81;0,80;0,33;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;63,41;36,59;36,12;0,05;0,42;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;34,13;65,87;63,33;0,93;1,61;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;63,76;36,24;35,87;0,09;0,28;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;46,40;53,60;52,24;0,19;1,17;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;72,51;27,49;27,14;0,04;0,31;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;49,52;50,48;48,41;0,22;1,85;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;70,20;29,80;29,41; -     ;0,39;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;60,69;39,31;37,98;0,20;1,13;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;28,04;71,96;71,96; -     ; -     ;;;;;;
Lurraldea/TTHH;GIPUZKOA;59,85;40,15;39,63;0,10;0,42;;;;;;
Lurraldea/TTHH;BIZKAIA;49,94;50,06;49,78; -     ;0,28;;;;;;
;;;;;;;;;;;;
Iturria: Erregistratzaileetako eta Euskadiaren Jabetza-Erregistroetako Elkargoa.;;;;;;;;;;;;
Fuente:  Colegio de Registradores y Registros de la Propiedad del País Vasco.;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
3.4.1.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Entitate mota. 2021ko 1. hiruhilekoa;;;;;;;;;;;;
3.4.1.- Duración media de los nuevos créditos hipotecarios (meses). Tipo entidad. 1 trimestre 2021;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;BANKUAK/KUTXAK BANCOS/CAJAS;BESTELAKOAK OTRAS;;;;;;;;
Nazionala/Nacional;ESPAÑA;295,00;297,00;283,00;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;300,00;301,00;296,00;;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;292,00;294,00;272,00;;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;279,00;280,00;271,00;;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;287,00;280,00;304,00;;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;279,00;282,00;202,00;;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;288,00;291,00;258,00;;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;290,00;288,00;316,00;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;288,00;288,00;285,00;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;286,00;284,00;293,00;;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;301,00;303,00;272,00;;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;293,00;292,00;305,00;;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;284,00;285,00;271,00;;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;322,00;323,00;297,00;;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;276,00;277,00;270,00;;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;294,00;295,00;292,00;;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;277,00;271,00;296,00;;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;280,00;279,00;287,00;;;;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;314,00;315,00;310,00;;;;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;287,00;284,00;295,00;;;;;;;;
Hiriburak/Capitales de TTHH;Bilbao;302,00;304,00;294,00;;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;306,00;305,00;310,00;;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;294,00;288,00;308,00;;;;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;299,00;304,00;272,00;;;;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;313,00;314,00;310,00;;;;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;273,00;273,00;n.d.;;;;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;284,00;255,00;319,00;;;;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;304,00;309,00;278,00;;;;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;297,00;294,00;306,00;;;;;;;;
Eskualde Egitura/Áreas funcionales;Durango;303,00;305,00;n.d.;;;;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;261,00;254,00;297,00;;;;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;292,00;289,00;303,00;;;;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;305,00;305,00;n.d.;;;;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;226,00;n.d.;n.d.;;;;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;309,00;310,00;304,00;;;;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;288,00;288,00;288,00;;;;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;290,00;285,00;n.d.;;;;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;301,00;293,00;314,00;;;;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;276,00;267,00;292,00;;;;;;;;
;;;;;;;;;;;;
Iturria: Erregistratzaileetako eta Euskadiaren Jabetza-Erregistroetako Elkargoa.;;;;;;;;;;;;
Fuente:  Colegio de Registradores y Registros de la Propiedad del País Vasco.;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
3.4.2.- Hipoteka-kredituen batez besteko iraupena (hilabetetan). Higiezinaren mota.  2021ko 1. hiruhilekoa;;;;;;;;;;;;
3.4.2.- Duración media de los nuevos créditos hipotecarios (meses). Tipo bien inmueble. 1 trimestre 2021;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;BATEZBESTEKOA MEDIA;ETXEBIZITZAK VIVIENDAS;LOKALAK LOCALES;GARAJEAK/TRASTEROAK GARAJE/TRASTEROS;ORUBEAK SOLARES;NABEAK   NAVES;;;;;
Nazionala/Nacional;ESPAÑA;293,00;295,00;186,00;307,00;236,00;155,00;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;291,00;300,00;187,00;279,00;200,00;153,00;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;291,00;292,00;196,00;302,00;274,00;169,00;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;276,00;279,00;167,00;295,00;237,00;168,00;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;285,00;287,00;164,00;317,00;240,00;161,00;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;273,00;279,00;188,00;271,00;190,00; n.d. ;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;280,00;288,00;159,00;288,00;244,00;143,00;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;291,00;290,00;265,00;309,00; n.d. ;151,00;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;290,00;288,00;191,00;319,00;262,00;212,00;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;284,00;286,00;174,00;305,00;276,00;123,00;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;300,00;301,00;181,00;329,00;245,00;143,00;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;288,00;293,00;221,00;322,00;197,00;164,00;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;281,00;284,00;191,00;306,00;84,00;154,00;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;320,00;322,00;184,00;333,00;288,00;141,00;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;274,00;276,00;177,00;291,00;254,00;174,00;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;294,00;294,00;211,00;323,00;139,00;132,00;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;264,00;277,00;150,00;283,00;135,00; n.d. ;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;279,00;280,00;191,00;298,00;224,00;155,00;;;;;
Hiriburak/Capitales de TTHH;Vitoria-Gasteiz;316,00;314,00;176,00;344,00; n.d. ; n.d. ;;;;;
Hiriburak/Capitales de TTHH;Donostia-San Sebastián;276,00;287,00;181,00;292,00; n.d. ; n.d. ;;;;;
Hiriburak/Capitales de TTHH;Bilbao;295,00;302,00;185,00;313,00; n.d. ; n.d. ;;;;;
Lurralderen gainerakoa/Resto de TTHH;ARABA/ÁLAVA;307,00;306,00; n.d. ;357,00; n.d. ; n.d. ;;;;;
Lurralderen gainerakoa/Resto de TTHH;GIPUZKOA;288,00;294,00;197,00;301,00; n.d. ;159,00;;;;;
Lurralderen gainerakoa/Resto de TTHH;BIZKAIA;282,00;299,00;180,00;237,00;166,00;145,00;;;;;
Eskualde Egitura/Áreas funcionales;Álava Central;315,00;313,00;205,00;344,00; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Balmaseda-Zalla;281,00;273,00; n.d. ; n.d. ; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Beasain-Zumárraga;265,00;284,00; n.d. ;217,00; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Bilbao Metropolitano;298,00;304,00;186,00;307,00;157,00; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Donostia-San Sebastián;291,00;297,00;194,00;319,00; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Durango;301,00;303,00; n.d. ;342,00; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Eibar;183,00;261,00; n.d. ;66,00; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Gernika-Markina;287,00;292,00; n.d. ; n.d. ; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Igorre;298,00;305,00; n.d. ; n.d. ; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Laguardia;266,00; n.d. ; n.d. ; n.d. ; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Laudio / Llodio;313,00;309,00; n.d. ;356,00; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Arrasate-Bergara;285,00;288,00; n.d. ; n.d. ; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Mungia;276,00;290,00; n.d. ; n.d. ; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Tolosa;300,00;301,00; n.d. ; n.d. ; n.d. ; n.d. ;;;;;
Eskualde Egitura/Áreas funcionales;Zarautz-Azpeitia;279,00;276,00; n.d. ; n.d. ; n.d. ; n.d. ;;;;;
;;;;;;;;;;;;
Iturria: Erregistratzaileetako eta Euskadiaren Jabetza-Erregistroetako Elkargoa.;;;;;;;;;;;;
Fuente:  Colegio de Registradores y Registros de la Propiedad del País Vasco.;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
3.5.1.- Batez besteko hileroko hipoteka-kuota (€) eta  Soldata-kostuari buruz ehunekoa. 2021ko 1. hiruhilekoa;;;;;;;;;;;;
3.5.1.- Cuota hipotecaria mensual media (€) y Porcentaje respecto al coste salarial. 1 trimestre 2021;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                         ÁMBITO;Hileko kuota Cuota mensual;Soldata-kostua Coste salarial;% soldataren gaineko kuota % cuota sobre salario;;;;;;;;
Nazionala/Nacional;ESPAÑA;583,69;1.903,58;30,66;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;608,70;2.247,19;27,09;;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;508,16;1.692,03;30,03;;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;481,14;1.812,30;26,55;;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;445,01;1.971,08;22,58;;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;829,65;1.652,05;50,22;;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;491,85;1.442,71;34,09;;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;479,08;1.826,45;26,23;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;437,38;1.740,08;25,14;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;437,56;1.700,17;25,74;;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;677,76;2.005,40;33,80;;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;363,35;1.538,95;23,61;;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;491,72;1.738,84;28,28;;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;821,92;2.316,99;35,47;;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;376,70;1.721,48;21,88;;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;530,65;2.118,84;25,04;;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;405,02;1.717,65;23,58;;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;457,27;1.682,43;27,18;;;;;;;;
;;;;;;;;;;;;
Iturria: Erregistratzaileetako eta Euskadiaren Jabetza-Erregistroetako Elkargoa.;;;;;;;;;;;;
Fuente:  Colegio de Registradores y Registros de la Propiedad del País Vasco.;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
3.5.2.- Interes-mota. Zenbatekoa (%). 2021ko 1. hiruhilekoa;;;;;;;;;;;;
3.5.2.- Tipos de interés. Importe (%). 1 trimestre 2021;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
BANATZEA                                        DESGLOSE;EREMUA                                                    ÁMBITO;INTERESA     INTERES;;;;;;;;;;
Nazionala/Nacional;ESPAÑA;2,10;;;;;;;;;;
Euskadi/País Vasco;EUSKADI/PAIS VASCO;1,53;;;;;;;;;;
Erakunde Autonomoa/CCAA;ANDALUZIA/ANDALUCIA;2,19;;;;;;;;;;
Erakunde Autonomoa/CCAA;ARAGOI/ARAGON;2,20;;;;;;;;;;
Erakunde Autonomoa/CCAA;ASTURIAS/ASTURIAS;2,06;;;;;;;;;;
Erakunde Autonomoa/CCAA;BALEAR UHARTEAK/BALEARES;2,14;;;;;;;;;;
Erakunde Autonomoa/CCAA;KANARIAR UHARTEAK/CANARIAS;2,42;;;;;;;;;;
Erakunde Autonomoa/CCAA;KANTABRIA/CANTABRIA;2,01;;;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA ETA LEON/CASTILLA Y LEON;2,05;;;;;;;;;;
Erakunde Autonomoa/CCAA;GAZTELA-MANTXA/CASTILLA-LA MANCHA;2,28;;;;;;;;;;
Erakunde Autonomoa/CCAA;KATALUNIA/CATALUÑA;2,18;;;;;;;;;;
Erakunde Autonomoa/CCAA;EXTREMADURA/EXTREMADURA;2,26;;;;;;;;;;
Erakunde Autonomoa/CCAA;GALIZIA/GALICIA;2,12;;;;;;;;;;
Erakunde Autonomoa/CCAA;MADRIL/MADRID;1,91;;;;;;;;;;
Erakunde Autonomoa/CCAA;MURTZIA/MURCIA;2,20;;;;;;;;;;
Erakunde Autonomoa/CCAA;NAFARROA/NAVARRA;2,00;;;;;;;;;;
Erakunde Autonomoa/CCAA;ERRIOXA/LA RIOJA;2,08;;;;;;;;;;
Erakunde Autonomoa/CCAA;VALENTZIA KOMUNITATEA/VALENCIA;2,15;;;;;;;;;;
Lurraldea/TTHH;ARABA/ÁLAVA;1,72;;;;;;;;;;
Lurraldea/TTHH;GIPUZKOA;1,55;;;;;;;;;;
Lurraldea/TTHH;BIZKAIA;1,45;;;;;;;;;;
;;;;;;;;;;;;
Iturria: Erregistratzaileetako eta Euskadiaren Jabetza-Erregistroetako Elkargoa.;;;;;;;;;;;;
Fuente:  Colegio de Registradores y Registros de la Propiedad del País Vasco.;;;;;;;;;;;;
;;;;;;;;;;;;
